# Time  u_x_TE  u_y_TE v_x_wake v_y_wake
2.8627500000e+01 1.1798631920e-05 1.4079778843e-04 6.4657250095e-02 -2.2744843272e-03
2.8635000000e+01 1.1825424534e-05 1.4006747156e-04 6.4650509498e-02 -2.3015148786e-03
2.8642500000e+01 1.1852205389e-05 1.3933258837e-04 6.4644068081e-02 -2.3286613223e-03
2.8650000000e+01 1.1878973624e-05 1.3859319733e-04 6.4637927664e-02 -2.3559217799e-03
2.8657500000e+01 1.1905728340e-05 1.3784935823e-04 6.4632088019e-02 -2.3832905126e-03
2.8665000000e+01 1.1932468671e-05 1.3710113039e-04 6.4626550912e-02 -2.4107656284e-03
2.8672500000e+01 1.1959193751e-05 1.3634857453e-04 6.4621315982e-02 -2.4383414220e-03
2.8680000000e+01 1.1985902670e-05 1.3559175067e-04 6.4616384943e-02 -2.4660159899e-03
2.8687500000e+01 1.2012594619e-05 1.3483072039e-04 6.4611757304e-02 -2.4937836624e-03
2.8695000000e+01 1.2039268638e-05 1.3406554459e-04 6.4607434728e-02 -2.5216425269e-03
2.8702500000e+01 1.2065923954e-05 1.3329628546e-04 6.4603416597e-02 -2.5495869525e-03
2.8710000000e+01 1.2092559615e-05 1.3252300487e-04 6.4599704525e-02 -2.5776150182e-03
2.8717500000e+01 1.2119174795e-05 1.3174576565e-04 6.4596297767e-02 -2.6057211351e-03
2.8725000000e+01 1.2145768645e-05 1.3096463042e-04 6.4593197890e-02 -2.6339033759e-03
2.8732500000e+01 1.2172340224e-05 1.3017966284e-04 6.4590404024e-02 -2.6621561949e-03
2.8740000000e+01 1.2198888785e-05 1.2939092618e-04 6.4587917691e-02 -2.6904776619e-03
2.8747500000e+01 1.2225413346e-05 1.2859848478e-04 6.4585737899e-02 -2.7188622748e-03
2.8755000000e+01 1.2251913140e-05 1.2780240271e-04 6.4583866126e-02 -2.7473081030e-03
2.8762500000e+01 1.2278387261e-05 1.2700274493e-04 6.4582301258e-02 -2.7758096905e-03
2.8770000000e+01 1.2304834864e-05 1.2619957618e-04 6.4581044735e-02 -2.8043651070e-03
2.8777500000e+01 1.2331255106e-05 1.2539296212e-04 6.4580095321e-02 -2.8329689449e-03
2.8785000000e+01 1.2357647112e-05 1.2458296811e-04 6.4579454415e-02 -2.8616192758e-03
2.8792500000e+01 1.2384010066e-05 1.2376966042e-04 6.4579120668e-02 -2.8903107419e-03
2.8800000000e+01 1.2410343077e-05 1.2295310510e-04 6.4579095439e-02 -2.9190414186e-03
2.8807500000e+01 1.2436645341e-05 1.2213336893e-04 6.4579377265e-02 -2.9478059991e-03
2.8815000000e+01 1.2462915991e-05 1.2131051863e-04 6.4579967466e-02 -2.9766025641e-03
2.8822500000e+01 1.2489154176e-05 1.2048462156e-04 6.4580864470e-02 -3.0054258590e-03
2.8830000000e+01 1.2515359096e-05 1.1965574492e-04 6.4582069559e-02 -3.0342739721e-03
2.8837500000e+01 1.2541529866e-05 1.1882395671e-04 6.4583581055e-02 -3.0631417009e-03
2.8845000000e+01 1.2567665674e-05 1.1798932465e-04 6.4585400201e-02 -3.0920271434e-03
2.8852500000e+01 1.2593765709e-05 1.1715191720e-04 6.4587525217e-02 -3.1209251505e-03
2.8860000000e+01 1.2619829074e-05 1.1631180269e-04 6.4589957307e-02 -3.1498338303e-03
2.8867500000e+01 1.2645855030e-05 1.1546904998e-04 6.4592694593e-02 -3.1787480893e-03
2.8875000000e+01 1.2671842662e-05 1.1462372791e-04 6.4595738242e-02 -3.2076660456e-03
2.8882500000e+01 1.2697791219e-05 1.1377590585e-04 6.4599086280e-02 -3.2365826627e-03
2.8890000000e+01 1.2723699816e-05 1.1292565301e-04 6.4602739835e-02 -3.2654960705e-03
2.8897500000e+01 1.2749567702e-05 1.1207303926e-04 6.4606696842e-02 -3.2944012891e-03
2.8905000000e+01 1.2775393971e-05 1.1121813421e-04 6.4610958393e-02 -3.3232964619e-03
2.8912500000e+01 1.2801177917e-05 1.1036100812e-04 6.4615522334e-02 -3.3521766658e-03
2.8920000000e+01 1.2826918601e-05 1.0950173100e-04 6.4620389717e-02 -3.3810400594e-03
2.8927500000e+01 1.2852615352e-05 1.0864037351e-04 6.4625558307e-02 -3.4098817763e-03
2.8935000000e+01 1.2878267201e-05 1.0777700598e-04 6.4631029115e-02 -3.4386999915e-03
2.8942500000e+01 1.2903873530e-05 1.0691169943e-04 6.4636799829e-02 -3.4674898954e-03
2.8950000000e+01 1.2929433317e-05 1.0604452457e-04 6.4642871419e-02 -3.4962496803e-03
2.8957500000e+01 1.2954945993e-05 1.0517555264e-04 6.4649241498e-02 -3.5249745943e-03
2.8965000000e+01 1.2980410538e-05 1.0430485473e-04 6.4655910995e-02 -3.5536628472e-03
2.8972500000e+01 1.3005826330e-05 1.0343250234e-04 6.4662877455e-02 -3.5823097452e-03
2.8980000000e+01 1.3031192458e-05 1.0255856679e-04 6.4670141760e-02 -3.6109135166e-03
2.8987500000e+01 1.3056508191e-05 1.0168311990e-04 6.4677701395e-02 -3.6394695247e-03
2.8995000000e+01 1.3081772706e-05 1.0080623318e-04 6.4685557195e-02 -3.6679760187e-03
2.9002500000e+01 1.3106985240e-05 9.9927978701e-05 6.4693706587e-02 -3.6964284179e-03
2.9010000000e+01 1.3132144969e-05 9.9048428157e-05 6.4702150357e-02 -3.7248249930e-03
2.9017500000e+01 1.3157251159e-05 9.8167653838e-05 6.4710885881e-02 -3.7531612199e-03
2.9025000000e+01 1.3182302968e-05 9.7285727557e-05 6.4719913894e-02 -3.7814353909e-03
2.9032500000e+01 1.3207299679e-05 9.6402721849e-05 6.4729231724e-02 -3.8096430382e-03
2.9040000000e+01 1.3232240447e-05 9.5518708590e-05 6.4738840053e-02 -3.8377824769e-03
2.9047500000e+01 1.3257124559e-05 9.4633760478e-05 6.4748736171e-02 -3.8658492947e-03
2.9055000000e+01 1.3281951190e-05 9.3747949521e-05 6.4758920701e-02 -3.8938418301e-03
2.9062500000e+01 1.3306719588e-05 9.2861348464e-05 6.4769390898e-02 -3.9217557262e-03
2.9070000000e+01 1.3331429005e-05 9.1974029425e-05 6.4780147326e-02 -3.9495893454e-03
2.9077500000e+01 1.3356078600e-05 9.1086065232e-05 6.4791187212e-02 -3.9773383852e-03
2.9085000000e+01 1.3380667718e-05 9.0197527991e-05 6.4802511059e-02 -4.0050012333e-03
2.9092500000e+01 1.3405195463e-05 8.9308490620e-05 6.4814116067e-02 -4.0325736402e-03
2.9100000000e+01 1.3429661198e-05 8.8419025220e-05 6.4826002677e-02 -4.0600540200e-03
2.9107500000e+01 1.3454064051e-05 8.7529204684e-05 6.4838168069e-02 -4.0874381755e-03
2.9115000000e+01 1.3478403355e-05 8.6639101134e-05 6.4850612619e-02 -4.1147245471e-03
2.9122500000e+01 1.3502678267e-05 8.5748787422e-05 6.4863333490e-02 -4.1419089902e-03
2.9130000000e+01 1.3526888118e-05 8.4858335577e-05 6.4876330993e-02 -4.1689899711e-03
2.9137500000e+01 1.3551032056e-05 8.3967818459e-05 6.4889602280e-02 -4.1959633971e-03
2.9145000000e+01 1.3575109431e-05 8.3077307954e-05 6.4903147591e-02 -4.2228277616e-03
2.9152500000e+01 1.3599119385e-05 8.2186876844e-05 6.4916964072e-02 -4.2495790221e-03
2.9160000000e+01 1.3623061271e-05 8.1296596916e-05 6.4931051893e-02 -4.2762157000e-03
2.9167500000e+01 1.3646934242e-05 8.0406540799e-05 6.4945408196e-02 -4.3027338020e-03
2.9175000000e+01 1.3670737638e-05 7.9516780135e-05 6.4960033079e-02 -4.3291318778e-03
2.9182500000e+01 1.3694470641e-05 7.8627387408e-05 6.4974923685e-02 -4.3554059826e-03
2.9190000000e+01 1.3718132555e-05 7.7738434071e-05 6.4990080039e-02 -4.3815546945e-03
2.9197500000e+01 1.3741722615e-05 7.6849992377e-05 6.5005499288e-02 -4.4075741167e-03
2.9205000000e+01 1.3765240071e-05 7.5962133657e-05 6.5021181380e-02 -4.4334628552e-03
2.9212500000e+01 1.3788684210e-05 7.5074929822e-05 6.5037123471e-02 -4.4592170612e-03
2.9220000000e+01 1.3812054258e-05 7.4188452046e-05 6.5053325433e-02 -4.4848353681e-03
2.9227500000e+01 1.3835349503e-05 7.3302771951e-05 6.5069784433e-02 -4.5103139747e-03
2.9235000000e+01 1.3858569192e-05 7.2417960407e-05 6.5086500265e-02 -4.5356515419e-03
2.9242500000e+01 1.3881712595e-05 7.1534088790e-05 6.5103470108e-02 -4.5608443148e-03
2.9250000000e+01 1.3904778970e-05 7.0651227634e-05 6.5120693679e-02 -4.5858909821e-03
2.9257500000e+01 1.3927767600e-05 6.9769447983e-05 6.5138168174e-02 -4.6107878346e-03
2.9265000000e+01 1.3950677715e-05 6.8888820055e-05 6.5155893229e-02 -4.6355335885e-03
2.9272500000e+01 1.3973508639e-05 6.8009414519e-05 6.5173866059e-02 -4.6601245798e-03
2.9280000000e+01 1.3996259569e-05 6.7131301219e-05 6.5192086222e-02 -4.6845595517e-03
2.9287500000e+01 1.4018929854e-05 6.6254550442e-05 6.5210550949e-02 -4.7088348851e-03
2.9295000000e+01 1.4041518683e-05 6.5379231638e-05 6.5229259721e-02 -4.7329493496e-03
2.9302500000e+01 1.4064025404e-05 6.4505414626e-05 6.5248209792e-02 -4.7568993708e-03
2.9310000000e+01 1.4086449225e-05 6.3633168495e-05 6.5267400560e-02 -4.7806837439e-03
2.9317500000e+01 1.4108789463e-05 6.2762562541e-05 6.5286829302e-02 -4.8042989389e-03
2.9325000000e+01 1.4131045374e-05 6.1893665418e-05 6.5306495339e-02 -4.8277437765e-03
2.9332500000e+01 1.4153216222e-05 6.1026545950e-05 6.5326395969e-02 -4.8510147700e-03
2.9340000000e+01 1.4175301318e-05 6.0161272259e-05 6.5346530436e-02 -4.8741107656e-03
2.9347500000e+01 1.4197299888e-05 5.9297912672e-05 6.5366896059e-02 -4.8970283191e-03
2.9355000000e+01 1.4219211265e-05 5.8436534800e-05 6.5387492007e-02 -4.9197663018e-03
2.9362500000e+01 1.4241034669e-05 5.7577206375e-05 6.5408315621e-02 -4.9423213121e-03
2.9370000000e+01 1.4262769443e-05 5.6719994499e-05 6.5429365993e-02 -4.9646922448e-03
2.9377500000e+01 1.4284414789e-05 5.5864966301e-05 6.5450640487e-02 -4.9868757415e-03
2.9385000000e+01 1.4305970088e-05 5.5012188291e-05 6.5472138122e-02 -5.0088707195e-03
2.9392500000e+01 1.4327434491e-05 5.4161727004e-05 6.5493856281e-02 -5.0306738630e-03
2.9400000000e+01 1.4348807440e-05 5.3313648327e-05 6.5515793913e-02 -5.0522841118e-03
2.9407500000e+01 1.4370088034e-05 5.2468018142e-05 6.5537948418e-02 -5.0736981919e-03
2.9415000000e+01 1.4391275760e-05 5.1624901711e-05 6.5560318677e-02 -5.0949150651e-03
2.9422500000e+01 1.4412369687e-05 5.0784364240e-05 6.5582902109e-02 -5.1159314988e-03
2.9430000000e+01 1.4433369322e-05 4.9946470295e-05 6.5605697524e-02 -5.1367464763e-03
2.9437500000e+01 1.4454273733e-05 4.9111284418e-05 6.5628702360e-02 -5.1573568063e-03
2.9445000000e+01 1.4475082418e-05 4.8278870447e-05 6.5651915361e-02 -5.1777614927e-03
2.9452500000e+01 1.4495794468e-05 4.7449292192e-05 6.5675333978e-02 -5.1979573851e-03
2.9460000000e+01 1.4516409358e-05 4.6622612792e-05 6.5698956893e-02 -5.2179435075e-03
2.9467500000e+01 1.4536926200e-05 4.5798895257e-05 6.5722781570e-02 -5.2377167505e-03
2.9475000000e+01 1.4557344470e-05 4.4978201994e-05 6.5746806630e-02 -5.2572761572e-03
2.9482500000e+01 1.4577663264e-05 4.4160595234e-05 6.5771029546e-02 -5.2766186589e-03
2.9490000000e+01 1.4597882089e-05 4.3346136562e-05 6.5795448882e-02 -5.2957433174e-03
2.9497500000e+01 1.4618000018e-05 4.2534887441e-05 6.5820062119e-02 -5.3146471043e-03
2.9505000000e+01 1.4638016573e-05 4.1726908611e-05 6.5844867763e-02 -5.3333290998e-03
2.9512500000e+01 1.4657930836e-05 4.0922260711e-05 6.5869863304e-02 -5.3517863153e-03
2.9520000000e+01 1.4677742309e-05 4.0121003632e-05 6.5895047192e-02 -5.3700178487e-03
2.9527500000e+01 1.4697450112e-05 3.9323197163e-05 6.5920416921e-02 -5.3880207516e-03
2.9535000000e+01 1.4717053709e-05 3.8528900304e-05 6.5945970891e-02 -5.4057941384e-03
2.9542500000e+01 1.4736552264e-05 3.7738171977e-05 6.5971706594e-02 -5.4233351010e-03
2.9550000000e+01 1.4755945210e-05 3.6951070286e-05 6.5997622384e-02 -5.4406427697e-03
2.9557500000e+01 1.4775231744e-05 3.6167653214e-05 6.6023715751e-02 -5.4577142767e-03
2.9565000000e+01 1.4794411278e-05 3.5387977990e-05 6.6049985002e-02 -5.4745487673e-03
2.9572500000e+01 1.4813483029e-05 3.4612101616e-05 6.6076427623e-02 -5.4911434143e-03
2.9580000000e+01 1.4832446410e-05 3.3840080403e-05 6.6103041876e-02 -5.5074973774e-03
2.9587500000e+01 1.4851300641e-05 3.3071970389e-05 6.6129825242e-02 -5.5236078695e-03
2.9595000000e+01 1.4870045134e-05 3.2307826908e-05 6.6156775940e-02 -5.5394740647e-03
2.9602500000e+01 1.4888679135e-05 3.1547705017e-05 6.6183891441e-02 -5.5550932159e-03
2.9610000000e+01 1.4907202024e-05 3.0791659071e-05 6.6211169927e-02 -5.5704645108e-03
2.9617500000e+01 1.4925613099e-05 3.0039743099e-05 6.6238608855e-02 -5.5855852425e-03
2.9625000000e+01 1.4943911700e-05 2.9292010459e-05 6.6266206370e-02 -5.6004546114e-03
2.9632500000e+01 1.4962097167e-05 2.8548514151e-05 6.6293959914e-02 -5.6150699517e-03
2.9640000000e+01 1.4980168825e-05 2.7809306480e-05 6.6321867598e-02 -5.6294304755e-03
2.9647500000e+01 1.4998126030e-05 2.7074439421e-05 6.6349926845e-02 -5.6435335579e-03
2.9655000000e+01 1.5015968108e-05 2.6343964202e-05 6.6378135736e-02 -5.6573784228e-03
2.9662500000e+01 1.5033694429e-05 2.5617931740e-05 6.6406491671e-02 -5.6709624860e-03
2.9670000000e+01 1.5051304318e-05 2.4896392175e-05 6.6434992701e-02 -5.6842849829e-03
2.9677500000e+01 1.5068797161e-05 2.4179395355e-05 6.6463636203e-02 -5.6973433702e-03
2.9685000000e+01 1.5086172280e-05 2.3466990283e-05 6.6492420201e-02 -5.7101368942e-03
2.9692500000e+01 1.5103429087e-05 2.2759225746e-05 6.6521342044e-02 -5.7226630527e-03
2.9700000000e+01 1.5120566888e-05 2.2056149590e-05 6.6550399732e-02 -5.7349211029e-03
2.9707500000e+01 1.5137585131e-05 2.1357809494e-05 6.6579590583e-02 -5.7469085837e-03
2.9715000000e+01 1.5154483110e-05 2.0664252172e-05 6.6608912573e-02 -5.7586247626e-03
2.9722500000e+01 1.5171260287e-05 1.9975524142e-05 6.6638362990e-02 -5.7700672203e-03
2.9730000000e+01 1.5187915983e-05 1.9291670975e-05 6.6667939788e-02 -5.7812352342e-03
2.9737500000e+01 1.5204449633e-05 1.8612738031e-05 6.6697640219e-02 -5.7921264269e-03
2.9745000000e+01 1.5220860618e-05 1.7938769696e-05 6.6727462217e-02 -5.8027400857e-03
2.9752500000e+01 1.5237148335e-05 1.7269810164e-05 6.6757402999e-02 -5.8130738752e-03
2.9760000000e+01 1.5253312214e-05 1.6605902630e-05 6.6787460479e-02 -5.8231270928e-03
2.9767500000e+01 1.5269351641e-05 1.5947090089e-05 6.6817631834e-02 -5.8328974450e-03
2.9775000000e+01 1.5285266068e-05 1.5293414540e-05 6.6847914961e-02 -5.8423842393e-03
2.9782500000e+01 1.5301054889e-05 1.4644917769e-05 6.6878306998e-02 -5.8515852247e-03
2.9790000000e+01 1.5316717571e-05 1.4001640548e-05 6.6908805822e-02 -5.8604997186e-03
2.9797500000e+01 1.5332253520e-05 1.3363623451e-05 6.6939408531e-02 -5.8691255126e-03
2.9805000000e+01 1.5347662218e-05 1.2730906018e-05 6.6970112985e-02 -5.8774619346e-03
2.9812500000e+01 1.5362943082e-05 1.2103527569e-05 6.7000916239e-02 -5.8855068188e-03
2.9820000000e+01 1.5378095613e-05 1.1481526424e-05 6.7031816135e-02 -5.8932595036e-03
2.9827500000e+01 1.5393119233e-05 1.0864940634e-05 6.7062809685e-02 -5.9007178664e-03
2.9835000000e+01 1.5408013472e-05 1.0253807269e-05 6.7093894715e-02 -5.9078812565e-03
2.9842500000e+01 1.5422777754e-05 9.6481631203e-06 6.7125068191e-02 -5.9147475944e-03
2.9850000000e+01 1.5437411629e-05 9.0480439852e-06 6.7156327921e-02 -5.9213162409e-03
2.9857500000e+01 1.5451914549e-05 8.4534853737e-06 6.7187670827e-02 -5.9275851598e-03
2.9865000000e+01 1.5466286053e-05 7.8645218269e-06 6.7219094700e-02 -5.9335537241e-03
2.9872500000e+01 1.5480525646e-05 7.2811875381e-06 6.7250596416e-02 -5.9392199412e-03
2.9880000000e+01 1.5494632848e-05 6.7035157873e-06 6.7282173747e-02 -5.9445831963e-03
2.9887500000e+01 1.5508607213e-05 6.1315394551e-06 6.7313823522e-02 -5.9496415412e-03
2.9895000000e+01 1.5522448251e-05 5.5652905316e-06 6.7345543496e-02 -5.9543943740e-03
2.9902500000e+01 1.5536155562e-05 5.0048005837e-06 6.7377330452e-02 -5.9588397909e-03
2.9910000000e+01 1.5549728649e-05 4.4501003115e-06 6.7409182125e-02 -5.9629772041e-03
2.9917500000e+01 1.5563167155e-05 3.9012199431e-06 6.7441095251e-02 -5.9668047541e-03
2.9925000000e+01 1.5576470577e-05 3.3581888911e-06 6.7473067544e-02 -5.9703218678e-03
2.9932500000e+01 1.5589638608e-05 2.8210360403e-06 6.7505095695e-02 -5.9735267310e-03
2.9940000000e+01 1.5602670731e-05 2.2897894970e-06 6.7537177396e-02 -5.9764187861e-03
2.9947500000e+01 1.5615566700e-05 1.7644768010e-06 6.7569309291e-02 -5.9789962641e-03
2.9955000000e+01 1.5628325972e-05 1.2451247583e-06 6.7601489052e-02 -5.9812586241e-03
2.9962500000e+01 1.5640948371e-05 7.3175952957e-07 6.7633713275e-02 -5.9832041430e-03
2.9970000000e+01 1.5653433334e-05 2.2440664254e-07 6.7665979607e-02 -5.9848322972e-03
2.9977500000e+01 1.5665780738e-05 -2.7690913739e-07 6.7698284603e-02 -5.9861414101e-03
2.9985000000e+01 1.5677990023e-05 -7.7216357888e-07 6.7730625881e-02 -5.9871309767e-03
2.9992500000e+01 1.5690061098e-05 -1.2613332881e-06 6.7762999953e-02 -5.9877993671e-03
3.0000000000e+01 1.5701993579e-05 -1.7443952700e-06 6.7795404257e-02 -5.9881460477e-03
3.0007500000e+01 1.5713787203e-05 -2.2213273229e-06 6.7827835414e-02 -5.9881694862e-03
3.0015000000e+01 1.5725441518e-05 -2.6921079531e-06 6.7860290988e-02 -5.9878692235e-03
3.0022500000e+01 1.5736956666e-05 -3.1567165783e-06 6.7892767403e-02 -5.9872437245e-03
3.0030000000e+01 1.5748331913e-05 -3.6151328669e-06 6.7925262194e-02 -5.9862925452e-03
3.0037500000e+01 1.5759567311e-05 -4.0673375845e-06 6.7957771741e-02 -5.9850142029e-03
3.0045000000e+01 1.5770662586e-05 -4.5133118886e-06 6.7990293549e-02 -5.9834082754e-03
3.0052500000e+01 1.5781617439e-05 -4.9530376739e-06 6.8022823958e-02 -5.9814733285e-03
3.0060000000e+01 1.5792431578e-05 -5.3864976875e-06 6.8055360440e-02 -5.9792089680e-03
3.0067500000e+01 1.5803105079e-05 -5.8136753088e-06 6.8087899294e-02 -5.9766138070e-03
3.0075000000e+01 1.5813637370e-05 -6.2345541058e-06 6.8120437958e-02 -5.9736874780e-03
3.0082500000e+01 1.5824028687e-05 -6.6491190981e-06 6.8152972695e-02 -5.9704286479e-03
3.0090000000e+01 1.5834278586e-05 -7.0573554555e-06 6.8185500901e-02 -5.9668369733e-03
3.0097500000e+01 1.5844386992e-05 -7.4592491605e-06 6.8218018807e-02 -5.9629111746e-03
3.0105000000e+01 1.5854353795e-05 -7.8547870142e-06 6.8250523771e-02 -5.9586509392e-03
3.0112500000e+01 1.5864178912e-05 -8.2439563395e-06 6.8283011986e-02 -5.9540550375e-03
3.0120000000e+01 1.5873862065e-05 -8.6267450499e-06 6.8315480770e-02 -5.9491231894e-03
3.0127500000e+01 1.5883403437e-05 -9.0031420518e-06 6.8347926286e-02 -5.9438542197e-03
3.0135000000e+01 1.5892802733e-05 -9.3731365699e-06 6.8380345805e-02 -5.9382478787e-03
3.0142500000e+01 1.5902059914e-05 -9.7367187636e-06 6.8412735464e-02 -5.9323030481e-03
3.0150000000e+01 1.5911175084e-05 -1.0093879352e-05 6.8445092487e-02 -5.9260195121e-03
3.0157500000e+01 1.5920148086e-05 -1.0444609670e-05 6.8477412981e-02 -5.9193962063e-03
3.0165000000e+01 1.5928978865e-05 -1.0788901862e-05 6.8509694126e-02 -5.9124329538e-03
3.0172500000e+01 1.5937667601e-05 -1.1126748816e-05 6.8541932003e-02 -5.9051287455e-03
3.0180000000e+01 1.5946214081e-05 -1.1458143710e-05 6.8574123738e-02 -5.8974834418e-03
3.0187500000e+01 1.5954618487e-05 -1.1783080832e-05 6.8606265395e-02 -5.8894960937e-03
3.0195000000e+01 1.5962880821e-05 -1.2101554996e-05 6.8638354045e-02 -5.8811666000e-03
3.0202500000e+01 1.5971001133e-05 -1.2413561384e-05 6.8670385732e-02 -5.8724940701e-03
3.0210000000e+01 1.5978979470e-05 -1.2719096391e-05 6.8702357475e-02 -5.8634784473e-03
3.0217500000e+01 1.5986815998e-05 -1.3018156743e-05 6.8734265297e-02 -5.8541188986e-03
3.0225000000e+01 1.5994510732e-05 -1.3310739592e-05 6.8766106164e-02 -5.8444154124e-03
3.0232500000e+01 1.6002063863e-05 -1.3596843457e-05 6.8797876085e-02 -5.8343672182e-03
3.0240000000e+01 1.6009475504e-05 -1.3876466832e-05 6.8829571964e-02 -5.8239743484e-03
3.0247500000e+01 1.6016745807e-05 -1.4149609068e-05 6.8861189801e-02 -5.8132360967e-03
3.0255000000e+01 1.6023874909e-05 -1.4416270613e-05 6.8892726441e-02 -5.8021525441e-03
3.0262500000e+01 1.6030863056e-05 -1.4676451858e-05 6.8924177872e-02 -5.7907230465e-03
3.0270000000e+01 1.6037710362e-05 -1.4930154275e-05 6.8955540881e-02 -5.7789477371e-03
3.0277500000e+01 1.6044417137e-05 -1.5177380097e-05 6.8986811447e-02 -5.7668260372e-03
3.0285000000e+01 1.6050983526e-05 -1.5418131764e-05 6.9017986297e-02 -5.7543581309e-03
3.0292500000e+01 1.6057409837e-05 -1.5652412729e-05 6.9049061403e-02 -5.7415435085e-03
3.0300000000e+01 1.6063696274e-05 -1.5880227117e-05 6.9080033432e-02 -5.7283824080e-03
3.0307500000e+01 1.6069843185e-05 -1.6101579350e-05 6.9110898352e-02 -5.7148743874e-03
3.0315000000e+01 1.6075850775e-05 -1.6316474762e-05 6.9141652767e-02 -5.7010197433e-03
3.0322500000e+01 1.6081719469e-05 -1.6524919489e-05 6.9172292645e-02 -5.6868181028e-03
3.0330000000e+01 1.6087449451e-05 -1.6726919731e-05 6.9202814528e-02 -5.6722698213e-03
3.0337500000e+01 1.6093041200e-05 -1.6922482996e-05 6.9233214384e-02 -5.6573745992e-03
3.0345000000e+01 1.6098494940e-05 -1.7111617066e-05 6.9263488693e-02 -5.6421328517e-03
3.0352500000e+01 1.6103811171e-05 -1.7294330199e-05 6.9293633425e-02 -5.6265443532e-03
3.0360000000e+01 1.6108990160e-05 -1.7470631762e-05 6.9323645001e-02 -5.6106095834e-03
3.0367500000e+01 1.6114032417e-05 -1.7640531366e-05 6.9353519394e-02 -5.5943283908e-03
3.0375000000e+01 1.6118938275e-05 -1.7804039212e-05 6.9383252964e-02 -5.5777013213e-03
3.0382500000e+01 1.6123708240e-05 -1.7961166540e-05 6.9412841689e-02 -5.5607283015e-03
3.0390000000e+01 1.6128342696e-05 -1.8111924745e-05 6.9442281872e-02 -5.5434099436e-03
3.0397500000e+01 1.6132842188e-05 -1.8256325972e-05 6.9471569498e-02 -5.5257462547e-03
3.0405000000e+01 1.6137207117e-05 -1.8394383258e-05 6.9500700812e-02 -5.5077379170e-03
3.0412500000e+01 1.6141438046e-05 -1.8526109847e-05 6.9529671806e-02 -5.4893850181e-03
3.0420000000e+01 1.6145535442e-05 -1.8651519713e-05 6.9558478673e-02 -5.4706883129e-03
3.0427500000e+01 1.6149499869e-05 -1.8770627767e-05 6.9587117411e-02 -5.4516479729e-03
3.0435000000e+01 1.6153331836e-05 -1.8883448918e-05 6.9615584161e-02 -5.4322648257e-03
3.0442500000e+01 1.6157031933e-05 -1.8989999162e-05 6.9643874934e-02 -5.4125391299e-03
3.0450000000e+01 1.6160600717e-05 -1.9090294998e-05 6.9671985818e-02 -5.3924717890e-03
3.0457500000e+01 1.6164038770e-05 -1.9184353229e-05 6.9699912837e-02 -5.3720631484e-03
3.0465000000e+01 1.6167346713e-05 -1.9272191633e-05 6.9727652031e-02 -5.3513141914e-03
3.0472500000e+01 1.6170525157e-05 -1.9353828398e-05 6.9755199436e-02 -5.3302253522e-03
3.0480000000e+01 1.6173574727e-05 -1.9429282137e-05 6.9782551049e-02 -5.3087976946e-03
3.0487500000e+01 1.6176496075e-05 -1.9498572400e-05 6.9809702921e-02 -5.2870317460e-03
3.0495000000e+01 1.6179289882e-05 -1.9561719015e-05 6.9836651005e-02 -5.2649286514e-03
3.0502500000e+01 1.6181956767e-05 -1.9618742441e-05 6.9863391368e-02 -5.2424890329e-03
3.0510000000e+01 1.6184497509e-05 -1.9669663825e-05 6.9889919926e-02 -5.2197141205e-03
3.0517500000e+01 1.6186912708e-05 -1.9714504807e-05 6.9916232763e-02 -5.1966046321e-03
3.0525000000e+01 1.6189203189e-05 -1.9753287400e-05 6.9942325761e-02 -5.1731618844e-03
3.0532500000e+01 1.6191369575e-05 -1.9786034638e-05 6.9968195020e-02 -5.1493866949e-03
3.0540000000e+01 1.6193412727e-05 -1.9812769579e-05 6.9993836392e-02 -5.1252804673e-03
3.0547500000e+01 1.6195333274e-05 -1.9833516144e-05 7.0019245999e-02 -5.1008441209e-03
3.0555000000e+01 1.6197132133e-05 -1.9848298827e-05 7.0044419664e-02 -5.0760791501e-03
3.0562500000e+01 1.6198809947e-05 -1.9857142414e-05 7.0069353530e-02 -5.0509865764e-03
3.0570000000e+01 1.6200367622e-05 -1.9860072468e-05 7.0094043400e-02 -5.0255679873e-03
3.0577500000e+01 1.6201805910e-05 -1.9857115030e-05 7.0118485437e-02 -4.9998245095e-03
3.0585000000e+01 1.6203125662e-05 -1.9848296557e-05 7.0142675428e-02 -4.9737578239e-03
3.0592500000e+01 1.6204327674e-05 -1.9833644166e-05 7.0166609559e-02 -4.9473691659e-03
3.0600000000e+01 1.6205412886e-05 -1.9813185487e-05 7.0190283605e-02 -4.9206603114e-03
3.0607500000e+01 1.6206382010e-05 -1.9786948541e-05 7.0213693777e-02 -4.8936326056e-03
3.0615000000e+01 1.6207236091e-05 -1.9754962012e-05 7.0236835841e-02 -4.8662879223e-03
3.0622500000e+01 1.6207975856e-05 -1.9717255082e-05 7.0259706037e-02 -4.8386277181e-03
3.0630000000e+01 1.6208602328e-05 -1.9673857237e-05 7.0282300128e-02 -4.8106539659e-03
3.0637500000e+01 1.6209116297e-05 -1.9624798821e-05 7.0304614381e-02 -4.7823682371e-03
3.0645000000e+01 1.6209518822e-05 -1.9570110325e-05 7.0326644564e-02 -4.7537726040e-03
3.0652500000e+01 1.6209810655e-05 -1.9509822943e-05 7.0348386973e-02 -4.7248687547e-03
3.0660000000e+01 1.6209992923e-05 -1.9443968318e-05 7.0369837385e-02 -4.6956588639e-03
