# Time  F_D  F_L p_front p_back
4.7805000000e+01 9.3328960123e-05 -1.5577021139e-04 7.2766386411e-04 -2.2250964373e-04
4.7812500000e+01 9.3323915164e-05 -1.5576617552e-04 7.2772306634e-04 -2.2233459084e-04
4.7820000000e+01 9.3318870345e-05 -1.5576227906e-04 7.2778209736e-04 -2.2215955720e-04
4.7827500000e+01 9.3313824921e-05 -1.5575851325e-04 7.2784093565e-04 -2.2198458342e-04
4.7835000000e+01 9.3308779768e-05 -1.5575488680e-04 7.2789959115e-04 -2.2180967733e-04
4.7842500000e+01 9.3303734151e-05 -1.5575139106e-04 7.2795804487e-04 -2.2163487692e-04
4.7850000000e+01 9.3298688937e-05 -1.5574803463e-04 7.2801630445e-04 -2.2146019218e-04
4.7857500000e+01 9.3293643403e-05 -1.5574480892e-04 7.2807435354e-04 -2.2128565840e-04
4.7865000000e+01 9.3288598410e-05 -1.5574172239e-04 7.2813219744e-04 -2.2111128775e-04
4.7872500000e+01 9.3283553246e-05 -1.5573876655e-04 7.2818982245e-04 -2.2093711281e-04
4.7880000000e+01 9.3278508764e-05 -1.5573594973e-04 7.2824723150e-04 -2.2076314791e-04
4.7887500000e+01 9.3273464261e-05 -1.5573326353e-04 7.2830441353e-04 -2.2058942293e-04
4.7895000000e+01 9.3268420587e-05 -1.5573071612e-04 7.2836136917e-04 -2.2041595433e-04
4.7902500000e+01 9.3263377046e-05 -1.5572829921e-04 7.2841808992e-04 -2.2024276927e-04
4.7910000000e+01 9.3258334485e-05 -1.5572602083e-04 7.2847457407e-04 -2.2006988639e-04
4.7917500000e+01 9.3253292216e-05 -1.5572387278e-04 7.2853081582e-04 -2.1989733005e-04
4.7925000000e+01 9.3248251079e-05 -1.5572186294e-04 7.2858681097e-04 -2.1972512114e-04
4.7932500000e+01 9.3243210396e-05 -1.5571998321e-04 7.2864255653e-04 -2.1955328112e-04
4.7940000000e+01 9.3238171004e-05 -1.5571824132e-04 7.2869804573e-04 -2.1938183317e-04
4.7947500000e+01 9.3233132232e-05 -1.5571662928e-04 7.2875327835e-04 -2.1921079589e-04
4.7955000000e+01 9.3228094909e-05 -1.5571515466e-04 7.2880824520e-04 -2.1904019462e-04
4.7962500000e+01 9.3223058377e-05 -1.5571380958e-04 7.2886294861e-04 -2.1887004528e-04
4.7970000000e+01 9.3218023459e-05 -1.5571260144e-04 7.2891737720e-04 -2.1870037515e-04
4.7977500000e+01 9.3212989505e-05 -1.5571152250e-04 7.2897153564e-04 -2.1853119763e-04
4.7985000000e+01 9.3207957331e-05 -1.5571057996e-04 7.2902541048e-04 -2.1836254183e-04
4.7992500000e+01 9.3202926301e-05 -1.5570976622e-04 7.2907900869e-04 -2.1819441869e-04
4.8000000000e+01 9.3197897220e-05 -1.5570908831e-04 7.2913231476e-04 -2.1802685909e-04
4.8007500000e+01 9.3192869462e-05 -1.5570853872e-04 7.2918533788e-04 -2.1785987156e-04
4.8015000000e+01 9.3187843828e-05 -1.5570812437e-04 7.2923806051e-04 -2.1769348874e-04
4.8022500000e+01 9.3182819701e-05 -1.5570783780e-04 7.2929049416e-04 -2.1752771669e-04
4.8030000000e+01 9.3177797877e-05 -1.5570768581e-04 7.2934261924e-04 -2.1736258976e-04
4.8037500000e+01 9.3172777746e-05 -1.5570766103e-04 7.2939444931e-04 -2.1719811177e-04
4.8045000000e+01 9.3167760098e-05 -1.5570777012e-04 7.2944596310e-04 -2.1703431847e-04
4.8052500000e+01 9.3162744335e-05 -1.5570800580e-04 7.2949717585e-04 -2.1687121174e-04
4.8060000000e+01 9.3157731238e-05 -1.5570837459e-04 7.2954806498e-04 -2.1670882840e-04
4.8067500000e+01 9.3152720221e-05 -1.5570886928e-04 7.2959864716e-04 -2.1654716862e-04
4.8075000000e+01 9.3147712056e-05 -1.5570949628e-04 7.2964889859e-04 -2.1638627018e-04
4.8082500000e+01 9.3142706169e-05 -1.5571024845e-04 7.2969883721e-04 -2.1622613168e-04
4.8090000000e+01 9.3137703323e-05 -1.5571113206e-04 7.2974843825e-04 -2.1606679162e-04
4.8097500000e+01 9.3132702956e-05 -1.5571214007e-04 7.2979772073e-04 -2.1590824722e-04
4.8105000000e+01 9.3127705824e-05 -1.5571327862e-04 7.2984665903e-04 -2.1575053755e-04
4.8112500000e+01 9.3122711374e-05 -1.5571454073e-04 7.2989527305e-04 -2.1559365863e-04
4.8120000000e+01 9.3117720356e-05 -1.5571593241e-04 7.2994353659e-04 -2.1543764988e-04
4.8127500000e+01 9.3112732226e-05 -1.5571744680e-04 7.2999147019e-04 -2.1528250630e-04
4.8135000000e+01 9.3107747727e-05 -1.5571908973e-04 7.3003904726e-04 -2.1512826747e-04
4.8142500000e+01 9.3102766327e-05 -1.5572085445e-04 7.3008628874e-04 -2.1497492760e-04
4.8150000000e+01 9.3097788758e-05 -1.5572274665e-04 7.3013316792e-04 -2.1482252617e-04
4.8157500000e+01 9.3092814503e-05 -1.5572475967e-04 7.3017970596e-04 -2.1467105679e-04
4.8165000000e+01 9.3087844285e-05 -1.5572689906e-04 7.3022587613e-04 -2.1452055871e-04
4.8172500000e+01 9.3082877596e-05 -1.5572915825e-04 7.3027169967e-04 -2.1437102504e-04
4.8180000000e+01 9.3077915151e-05 -1.5573154265e-04 7.3031714999e-04 -2.1422249467e-04
4.8187500000e+01 9.3072956456e-05 -1.5573404579e-04 7.3036224830e-04 -2.1407496032e-04
4.8195000000e+01 9.3068002214e-05 -1.5573667293e-04 7.3040696825e-04 -2.1392846039e-04
4.8202500000e+01 9.3063051945e-05 -1.5573941770e-04 7.3045133087e-04 -2.1378298739e-04
4.8210000000e+01 9.3058106343e-05 -1.5574228523e-04 7.3049531027e-04 -2.1363857899e-04
4.8217500000e+01 9.3053164938e-05 -1.5574526922e-04 7.3053892703e-04 -2.1349522769e-04
4.8225000000e+01 9.3048228417e-05 -1.5574837468e-04 7.3058215602e-04 -2.1335297022e-04
4.8232500000e+01 9.3043296321e-05 -1.5575159539e-04 7.3062501710e-04 -2.1321179930e-04
4.8240000000e+01 9.3038369326e-05 -1.5575493624e-04 7.3066748607e-04 -2.1307175051e-04
4.8247500000e+01 9.3033446989e-05 -1.5575839110e-04 7.3070958201e-04 -2.1293281689e-04
4.8255000000e+01 9.3028529974e-05 -1.5576196471e-04 7.3075128173e-04 -2.1279503277e-04
4.8262500000e+01 9.3023617849e-05 -1.5576565104e-04 7.3079260342e-04 -2.1265839159e-04
4.8270000000e+01 9.3018711272e-05 -1.5576945469e-04 7.3083352497e-04 -2.1252292641e-04
4.8277500000e+01 9.3013809820e-05 -1.5577336973e-04 7.3087406362e-04 -2.1238863108e-04
4.8285000000e+01 9.3008914142e-05 -1.5577740064e-04 7.3091419850e-04 -2.1225553722e-04
4.8292500000e+01 9.3004023829e-05 -1.5578154156e-04 7.3095394569e-04 -2.1212363934e-04
4.8300000000e+01 9.2999139518e-05 -1.5578579683e-04 7.3099328577e-04 -2.1199296739e-04
4.8307500000e+01 9.2994260815e-05 -1.5579016070e-04 7.3103223350e-04 -2.1186351666e-04
4.8315000000e+01 9.2989388344e-05 -1.5579463738e-04 7.3107077099e-04 -2.1173531538e-04
4.8322500000e+01 9.2984521723e-05 -1.5579922121e-04 7.3110891165e-04 -2.1160835964e-04
4.8330000000e+01 9.2979661570e-05 -1.5580391626e-04 7.3114663918e-04 -2.1148267589e-04
4.8337500000e+01 9.2974807514e-05 -1.5580871696e-04 7.3118396562e-04 -2.1135826107e-04
4.8345000000e+01 9.2969960159e-05 -1.5581362727e-04 7.3122087619e-04 -2.1123513983e-04
4.8352500000e+01 9.2965119151e-05 -1.5581864170e-04 7.3125738165e-04 -2.1111330991e-04
4.8360000000e+01 9.2960285081e-05 -1.5582376409e-04 7.3129346874e-04 -2.1099279421e-04
4.8367500000e+01 9.2955457610e-05 -1.5582898901e-04 7.3132914685e-04 -2.1087359131e-04
4.8375000000e+01 9.2950637318e-05 -1.5583432020e-04 7.3136440438e-04 -2.1075572222e-04
4.8382500000e+01 9.2945823877e-05 -1.5583975234e-04 7.3139924923e-04 -2.1063918647e-04
4.8390000000e+01 9.2941017856e-05 -1.5584528900e-04 7.3143367152e-04 -2.1052400312e-04
4.8397500000e+01 9.2936218942e-05 -1.5585092498e-04 7.3146767761e-04 -2.1041017275e-04
4.8405000000e+01 9.2931427693e-05 -1.5585666373e-04 7.3150125944e-04 -2.1029771233e-04
4.8412500000e+01 9.2926643809e-05 -1.5586250011e-04 7.3153442170e-04 -2.1018662355e-04
4.8420000000e+01 9.2921867834e-05 -1.5586843747e-04 7.3156715828e-04 -2.1007692128e-04
4.8427500000e+01 9.2917099485e-05 -1.5587447077e-04 7.3159947209e-04 -2.0996860839e-04
4.8435000000e+01 9.2912339293e-05 -1.5588060320e-04 7.3163135899e-04 -2.0986169759e-04
4.8442500000e+01 9.2907586987e-05 -1.5588682985e-04 7.3166282021e-04 -2.0975619288e-04
4.8450000000e+01 9.2902843090e-05 -1.5589315378e-04 7.3169385338e-04 -2.0965210496e-04
4.8457500000e+01 9.2898107341e-05 -1.5589957014e-04 7.3172445829e-04 -2.0954943877e-04
4.8465000000e+01 9.2893380254e-05 -1.5590608193e-04 7.3175463415e-04 -2.0944820318e-04
4.8472500000e+01 9.2888661579e-05 -1.5591268432e-04 7.3178437934e-04 -2.0934840402e-04
4.8480000000e+01 9.2883951821e-05 -1.5591938024e-04 7.3181369473e-04 -2.0925004825e-04
4.8487500000e+01 9.2879250741e-05 -1.5592616494e-04 7.3184257720e-04 -2.0915314270e-04
4.8495000000e+01 9.2874558834e-05 -1.5593304121e-04 7.3187102936e-04 -2.0905769234e-04
4.8502500000e+01 9.2869875874e-05 -1.5594000442e-04 7.3189904642e-04 -2.0896370516e-04
4.8510000000e+01 9.2865202344e-05 -1.5594705723e-04 7.3192663297e-04 -2.0887118392e-04
4.8517500000e+01 9.2860538031e-05 -1.5595419509e-04 7.3195378236e-04 -2.0878013793e-04
4.8525000000e+01 9.2855883408e-05 -1.5596142057e-04 7.3198050118e-04 -2.0869056776e-04
4.8532500000e+01 9.2851238273e-05 -1.5596872919e-04 7.3200678106e-04 -2.0860248388e-04
4.8540000000e+01 9.2846603090e-05 -1.5597612341e-04 7.3203263030e-04 -2.0851588495e-04
4.8547500000e+01 9.2841977668e-05 -1.5598359884e-04 7.3205803913e-04 -2.0843078233e-04
4.8555000000e+01 9.2837362461e-05 -1.5599115782e-04 7.3208301732e-04 -2.0834717295e-04
4.8562500000e+01 9.2832757289e-05 -1.5599879605e-04 7.3210755387e-04 -2.0826506895e-04
4.8570000000e+01 9.2828162597e-05 -1.5600651580e-04 7.3213165980e-04 -2.0818446571e-04
4.8577500000e+01 9.2823578217e-05 -1.5601431278e-04 7.3215532304e-04 -2.0810537600e-04
4.8585000000e+01 9.2819004581e-05 -1.5602218921e-04 7.3217855592e-04 -2.0802779364e-04
4.8592500000e+01 9.2814441534e-05 -1.5603014091e-04 7.3220134507e-04 -2.0795173220e-04
4.8600000000e+01 9.2809889500e-05 -1.5603816991e-04 7.3222370430e-04 -2.0787718380e-04
4.8607500000e+01 9.2805348335e-05 -1.5604627216e-04 7.3224561888e-04 -2.0780416286e-04
4.8615000000e+01 9.2800818451e-05 -1.5605444962e-04 7.3226710405e-04 -2.0773265989e-04
4.8622500000e+01 9.2796299715e-05 -1.5606269827e-04 7.3228814392e-04 -2.0766268997e-04
4.8630000000e+01 9.2791792532e-05 -1.5607101999e-04 7.3230875478e-04 -2.0759424229e-04
4.8637500000e+01 9.2787296777e-05 -1.5607941085e-04 7.3232892002e-04 -2.0752733224e-04
4.8645000000e+01 9.2782812846e-05 -1.5608787264e-04 7.3234865657e-04 -2.0746194807e-04
4.8652500000e+01 9.2778340626e-05 -1.5609640149e-04 7.3236794745e-04 -2.0739810520e-04
4.8660000000e+01 9.2773880505e-05 -1.5610499909e-04 7.3238681002e-04 -2.0733579107e-04
4.8667500000e+01 9.2769432375e-05 -1.5611366168e-04 7.3240522687e-04 -2.0727502117e-04
4.8675000000e+01 9.2764996620e-05 -1.5612239083e-04 7.3242321602e-04 -2.0721578202e-04
4.8682500000e+01 9.2760573141e-05 -1.5613118286e-04 7.3244075951e-04 -2.0715808924e-04
4.8690000000e+01 9.2756162310e-05 -1.5614003927e-04 7.3245787597e-04 -2.0710192846e-04
4.8697500000e+01 9.2751764039e-05 -1.5614895647e-04 7.3247454688e-04 -2.0704731545e-04
4.8705000000e+01 9.2747378695e-05 -1.5615793582e-04 7.3249079156e-04 -2.0699423493e-04
4.8712500000e+01 9.2743006195e-05 -1.5616697384e-04 7.3250659107e-04 -2.0694270268e-04
4.8720000000e+01 9.2738646900e-05 -1.5617607181e-04 7.3252196505e-04 -2.0689270281e-04
4.8727500000e+01 9.2734300735e-05 -1.5618522630e-04 7.3253689451e-04 -2.0684425081e-04
4.8735000000e+01 9.2729968052e-05 -1.5619443855e-04 7.3255139908e-04 -2.0679733045e-04
4.8742500000e+01 9.2725648785e-05 -1.5620370515e-04 7.3256546003e-04 -2.0675195670e-04
4.8750000000e+01 9.2721343280e-05 -1.5621302729e-04 7.3257909680e-04 -2.0670811317e-04
4.8757500000e+01 9.2717051478e-05 -1.5622240164e-04 7.3259229097e-04 -2.0666581420e-04
4.8765000000e+01 9.2712773717e-05 -1.5623182929e-04 7.3260506187e-04 -2.0662504323e-04
4.8772500000e+01 9.2708509945e-05 -1.5624130702e-04 7.3261739118e-04 -2.0658581414e-04
4.8780000000e+01 9.2704260495e-05 -1.5625083580e-04 7.3262929828e-04 -2.0654811007e-04
4.8787500000e+01 9.2700025319e-05 -1.5626041249e-04 7.3264076506e-04 -2.0651194436e-04
4.8795000000e+01 9.2695804747e-05 -1.5627003801e-04 7.3265181074e-04 -2.0647730002e-04
4.8802500000e+01 9.2691598736e-05 -1.5627970928e-04 7.3266241753e-04 -2.0644418975e-04
4.8810000000e+01 9.2687407609e-05 -1.5628942713e-04 7.3267260435e-04 -2.0641259657e-04
4.8817500000e+01 9.2683231328e-05 -1.5629918856e-04 7.3268235405e-04 -2.0638253229e-04
4.8825000000e+01 9.2679070212e-05 -1.5630899436e-04 7.3269168493e-04 -2.0635398019e-04
4.8832500000e+01 9.2674924230e-05 -1.5631884155e-04 7.3270058067e-04 -2.0632695104e-04
4.8840000000e+01 9.2670793692e-05 -1.5632873087e-04 7.3270905887e-04 -2.0630142847e-04
4.8847500000e+01 9.2666678573e-05 -1.5633865945e-04 7.3271710409e-04 -2.0627742216e-04
4.8855000000e+01 9.2662579180e-05 -1.5634862789e-04 7.3272473319e-04 -2.0625491612e-04
4.8862500000e+01 9.2658495491e-05 -1.5635863344e-04 7.3273193167e-04 -2.0623391890e-04
4.8870000000e+01 9.2654427807e-05 -1.5636867662e-04 7.3273871561e-04 -2.0621441494e-04
4.8877500000e+01 9.2650376112e-05 -1.5637875473e-04 7.3274507151e-04 -2.0619641161e-04
4.8885000000e+01 9.2646340701e-05 -1.5638886827e-04 7.3275101453e-04 -2.0617989390e-04
4.8892500000e+01 9.2642321563e-05 -1.5639901456e-04 7.3275653240e-04 -2.0616486780e-04
4.8900000000e+01 9.2638318988e-05 -1.5640919407e-04 7.3276163911e-04 -2.0615131910e-04
4.8907500000e+01 9.2634332967e-05 -1.5641940418e-04 7.3276632387e-04 -2.0613925216e-04
4.8915000000e+01 9.2630363789e-05 -1.5642964527e-04 7.3277059930e-04 -2.0612865375e-04
4.8922500000e+01 9.2626411443e-05 -1.5643991483e-04 7.3277445627e-04 -2.0611952651e-04
4.8930000000e+01 9.2622476219e-05 -1.5645021317e-04 7.3277790588e-04 -2.0611185829e-04
4.8937500000e+01 9.2618558108e-05 -1.5646053782e-04 7.3278094072e-04 -2.0610564991e-04
4.8945000000e+01 9.2614657394e-05 -1.5647088904e-04 7.3278357043e-04 -2.0610089032e-04
4.8952500000e+01 9.2610774071e-05 -1.5648126446e-04 7.3278578923e-04 -2.0609757860e-04
4.8960000000e+01 9.2606908418e-05 -1.5649166424e-04 7.3278760537e-04 -2.0609570469e-04
4.8967500000e+01 9.2603060435e-05 -1.5650208608e-04 7.3278901470e-04 -2.0609526599e-04
4.8975000000e+01 9.2599230394e-05 -1.5651253012e-04 7.3279002396e-04 -2.0609625354e-04
4.8982500000e+01 9.2595418298e-05 -1.5652299409e-04 7.3279063085e-04 -2.0609866285e-04
4.8990000000e+01 9.2591624416e-05 -1.5653347809e-04 7.3279084044e-04 -2.0610248621e-04
4.8997500000e+01 9.2587848752e-05 -1.5654397990e-04 7.3279065234e-04 -2.0610771719e-04
4.9005000000e+01 9.2584091571e-05 -1.5655449958e-04 7.3279006991e-04 -2.0611434937e-04
4.9012500000e+01 9.2580352878e-05 -1.5656503498e-04 7.3278909466e-04 -2.0612237440e-04
4.9020000000e+01 9.2576632937e-05 -1.5657558608e-04 7.3278772837e-04 -2.0613178706e-04
4.9027500000e+01 9.2572931753e-05 -1.5658615083e-04 7.3278597426e-04 -2.0614257724e-04
4.9035000000e+01 9.2569249585e-05 -1.5659672913e-04 7.3278383277e-04 -2.0615474067e-04
4.9042500000e+01 9.2565586441e-05 -1.5660731901e-04 7.3278130850e-04 -2.0616826585e-04
4.9050000000e+01 9.2561942577e-05 -1.5661792030e-04 7.3277840081e-04 -2.0618314921e-04
4.9057500000e+01 9.2558318000e-05 -1.5662853111e-04 7.3277511571e-04 -2.0619937781e-04
4.9065000000e+01 9.2554712964e-05 -1.5663915125e-04 7.3277145124e-04 -2.0621694903e-04
4.9072500000e+01 9.2551127477e-05 -1.5664977883e-04 7.3276741498e-04 -2.0623584834e-04
4.9080000000e+01 9.2547561788e-05 -1.5666041365e-04 7.3276300364e-04 -2.0625607410e-04
4.9087500000e+01 9.2544015907e-05 -1.5667105389e-04 7.3275822632e-04 -2.0627761025e-04
4.9095000000e+01 9.2540490080e-05 -1.5668169927e-04 7.3275307846e-04 -2.0630045602e-04
4.9102500000e+01 9.2536984317e-05 -1.5669234806e-04 7.3274757059e-04 -2.0632459395e-04
4.9110000000e+01 9.2533498859e-05 -1.5670299993e-04 7.3274169698e-04 -2.0635002411e-04
4.9117500000e+01 9.2530033720e-05 -1.5671365322e-04 7.3273546944e-04 -2.0637672771e-04
4.9125000000e+01 9.2526589135e-05 -1.5672430754e-04 7.3272888128e-04 -2.0640470547e-04
4.9132500000e+01 9.2523165120e-05 -1.5673496129e-04 7.3272194536e-04 -2.0643393753e-04
4.9140000000e+01 9.2519761904e-05 -1.5674561406e-04 7.3271465419e-04 -2.0646442510e-04
4.9147500000e+01 9.2516379506e-05 -1.5675626430e-04 7.3270702157e-04 -2.0649614736e-04
4.9155000000e+01 9.2513018150e-05 -1.5676691155e-04 7.3269903925e-04 -2.0652910600e-04
4.9162500000e+01 9.2509677856e-05 -1.5677755432e-04 7.3269072202e-04 -2.0656327916e-04
4.9170000000e+01 9.2506358844e-05 -1.5678819213e-04 7.3268206074e-04 -2.0659866913e-04
4.9177500000e+01 9.2503061134e-05 -1.5679882355e-04 7.3267307127e-04 -2.0663525301e-04
4.9185000000e+01 9.2499784945e-05 -1.5680944805e-04 7.3266374353e-04 -2.0667303370e-04
4.9192500000e+01 9.2496530293e-05 -1.5682006426e-04 7.3265409447e-04 -2.0671198724e-04
4.9200000000e+01 9.2493297395e-05 -1.5683067161e-04 7.3264411316e-04 -2.0675211709e-04
4.9207500000e+01 9.2490086271e-05 -1.5684126881e-04 7.3263381736e-04 -2.0679339847e-04
4.9215000000e+01 9.2486897129e-05 -1.5685185525e-04 7.3262319559e-04 -2.0683583514e-04
4.9222500000e+01 9.2483729991e-05 -1.5686242968e-04 7.3261226614e-04 -2.0687940176e-04
4.9230000000e+01 9.2480585061e-05 -1.5687299147e-04 7.3260101726e-04 -2.0692410215e-04
4.9237500000e+01 9.2477462363e-05 -1.5688353945e-04 7.3258946754e-04 -2.0696991064e-04
4.9245000000e+01 9.2474362095e-05 -1.5689407293e-04 7.3257760500e-04 -2.0701683107e-04
4.9252500000e+01 9.2471284283e-05 -1.5690459080e-04 7.3256544859e-04 -2.0706483737e-04
4.9260000000e+01 9.2468229119e-05 -1.5691509236e-04 7.3255298600e-04 -2.0711393350e-04
4.9267500000e+01 9.2465196632e-05 -1.5692557654e-04 7.3254023659e-04 -2.0716409299e-04
4.9275000000e+01 9.2462187007e-05 -1.5693604262e-04 7.3252718775e-04 -2.0721531987e-04
4.9282500000e+01 9.2459200275e-05 -1.5694648960e-04 7.3251385913e-04 -2.0726758741e-04
4.9290000000e+01 9.2456236616e-05 -1.5695691672e-04 7.3250023796e-04 -2.0732089957e-04
4.9297500000e+01 9.2453296064e-05 -1.5696732304e-04 7.3248634399e-04 -2.0737522951e-04
4.9305000000e+01 9.2450378791e-05 -1.5697770777e-04 7.3247216447e-04 -2.0743058099e-04
4.9312500000e+01 9.2447484835e-05 -1.5698807004e-04 7.3245771903e-04 -2.0748692730e-04
4.9320000000e+01 9.2444614359e-05 -1.5699840902e-04 7.3244299525e-04 -2.0754427173e-04
4.9327500000e+01 9.2441767406e-05 -1.5700872392e-04 7.3242801234e-04 -2.0760258792e-04
4.9335000000e+01 9.2438944132e-05 -1.5701901387e-04 7.3241275827e-04 -2.0766187863e-04
4.9342500000e+01 9.2436144581e-05 -1.5702927815e-04 7.3239725193e-04 -2.0772211781e-04
4.9350000000e+01 9.2433368905e-05 -1.5703951584e-04 7.3238148160e-04 -2.0778330778e-04
4.9357500000e+01 9.2430617149e-05 -1.5704972632e-04 7.3236546581e-04 -2.0784542283e-04
4.9365000000e+01 9.2427889457e-05 -1.5705990861e-04 7.3234919331e-04 -2.0790846469e-04
4.9372500000e+01 9.2425185878e-05 -1.5707006218e-04 7.3233268202e-04 -2.0797240822e-04
4.9380000000e+01 9.2422506550e-05 -1.5708018600e-04 7.3231592137e-04 -2.0803725439e-04
4.9387500000e+01 9.2419851523e-05 -1.5709027962e-04 7.3229892850e-04 -2.0810297875e-04
4.9395000000e+01 9.2417220929e-05 -1.5710034198e-04 7.3228169372e-04 -2.0816958137e-04
4.9402500000e+01 9.2414614820e-05 -1.5711037268e-04 7.3226423316e-04 -2.0823703873e-04
4.9410000000e+01 9.2412033321e-05 -1.5712037066e-04 7.3224653815e-04 -2.0830534983e-04
4.9417500000e+01 9.2409476486e-05 -1.5713033557e-04 7.3222862382e-04 -2.0837449208e-04
4.9425000000e+01 9.2406944434e-05 -1.5714026631e-04 7.3221048240e-04 -2.0844446353e-04
4.9432500000e+01 9.2404437221e-05 -1.5715016261e-04 7.3219212817e-04 -2.0851524242e-04
4.9440000000e+01 9.2401954960e-05 -1.5716002336e-04 7.3217355414e-04 -2.0858682595e-04
4.9447500000e+01 9.2399497707e-05 -1.5716984833e-04 7.3215477375e-04 -2.0865919314e-04
4.9455000000e+01 9.2397065568e-05 -1.5717963637e-04 7.3213578090e-04 -2.0873234028e-04
4.9462500000e+01 9.2394658603e-05 -1.5718938736e-04 7.3211658805e-04 -2.0880624731e-04
4.9470000000e+01 9.2392276911e-05 -1.5719910009e-04 7.3209719009e-04 -2.0888090951e-04
4.9477500000e+01 9.2389920553e-05 -1.5720877450e-04 7.3207759841e-04 -2.0895630785e-04
4.9485000000e+01 9.2387589620e-05 -1.5721840938e-04 7.3205780901e-04 -2.0903243647e-04
4.9492500000e+01 9.2385284177e-05 -1.5722800471e-04 7.3203783209e-04 -2.0910927748e-04
4.9500000000e+01 9.2383004307e-05 -1.5723755929e-04 7.3201766484e-04 -2.0918682384e-04
4.9507500000e+01 9.2380750077e-05 -1.5724707311e-04 7.3199731627e-04 -2.0926505878e-04
4.9515000000e+01 9.2378521561e-05 -1.5725654499e-04 7.3197678467e-04 -2.0934397416e-04
4.9522500000e+01 9.2376318831e-05 -1.5726597497e-04 7.3195607798e-04 -2.0942355425e-04
4.9530000000e+01 9.2374141953e-05 -1.5727536183e-04 7.3193519549e-04 -2.0950378989e-04
4.9537500000e+01 9.2371990999e-05 -1.5728470570e-04 7.3191414415e-04 -2.0958466634e-04
4.9545000000e+01 9.2369866029e-05 -1.5729400530e-04 7.3189292430e-04 -2.0966617337e-04
4.9552500000e+01 9.2367767117e-05 -1.5730326086e-04 7.3187154170e-04 -2.0974829739e-04
4.9560000000e+01 9.2365694314e-05 -1.5731247107e-04 7.3184999791e-04 -2.0983102699e-04
4.9567500000e+01 9.2363647698e-05 -1.5732163619e-04 7.3182829747e-04 -2.0991434975e-04
4.9575000000e+01 9.2361627313e-05 -1.5733075491e-04 7.3180644314e-04 -2.0999825307e-04
4.9582500000e+01 9.2359633234e-05 -1.5733982756e-04 7.3178443826e-04 -2.1008272571e-04
4.9590000000e+01 9.2357665503e-05 -1.5734885279e-04 7.3176228678e-04 -2.1016775393e-04
4.9597500000e+01 9.2355724194e-05 -1.5735783099e-04 7.3173999089e-04 -2.1025332759e-04
4.9605000000e+01 9.2353809341e-05 -1.5736676081e-04 7.3171755558e-04 -2.1033943192e-04
4.9612500000e+01 9.2351921022e-05 -1.5737564266e-04 7.3169498210e-04 -2.1042605775e-04
4.9620000000e+01 9.2350059262e-05 -1.5738447523e-04 7.3167227637e-04 -2.1051318937e-04
4.9627500000e+01 9.2348224140e-05 -1.5739325893e-04 7.3164943869e-04 -2.1060081856e-04
4.9635000000e+01 9.2346415673e-05 -1.5740199244e-04 7.3162647595e-04 -2.1068892869e-04
4.9642500000e+01 9.2344633944e-05 -1.5741067626e-04 7.3160338749e-04 -2.1077751247e-04
4.9650000000e+01 9.2342878960e-05 -1.5741930903e-04 7.3158018118e-04 -2.1086655233e-04
4.9657500000e+01 9.2341150806e-05 -1.5742789128e-04 7.3155685538e-04 -2.1095604195e-04
4.9665000000e+01 9.2339449483e-05 -1.5743642169e-04 7.3153341900e-04 -2.1104596281e-04
4.9672500000e+01 9.2337775076e-05 -1.5744490081e-04 7.3150986933e-04 -2.1113630959e-04
4.9680000000e+01 9.2336127579e-05 -1.5745332730e-04 7.3148621635e-04 -2.1122706280e-04
4.9687500000e+01 9.2334507076e-05 -1.5746170179e-04 7.3146245642e-04 -2.1131821803e-04
4.9695000000e+01 9.2332913557e-05 -1.5747002289e-04 7.3143860032e-04 -2.1140975502e-04
4.9702500000e+01 9.2331347105e-05 -1.5747829131e-04 7.3141464374e-04 -2.1150167008e-04
4.9710000000e+01 9.2329807704e-05 -1.5748650564e-04 7.3139059814e-04 -2.1159394230e-04
4.9717500000e+01 9.2328295437e-05 -1.5749466664e-04 7.3136645852e-04 -2.1168656870e-04
4.9725000000e+01 9.2326810280e-05 -1.5750277288e-04 7.3134223708e-04 -2.1177952770e-04
4.9732500000e+01 9.2325352319e-05 -1.5751082520e-04 7.3131792808e-04 -2.1187281703e-04
4.9740000000e+01 9.2323921522e-05 -1.5751882213e-04 7.3129354452e-04 -2.1196641442e-04
4.9747500000e+01 9.2322517974e-05 -1.5752676456e-04 7.3126907988e-04 -2.1206031838e-04
4.9755000000e+01 9.2321141639e-05 -1.5753465104e-04 7.3124454793e-04 -2.1215450595e-04
4.9762500000e+01 9.2319792601e-05 -1.5754248248e-04 7.3121994146e-04 -2.1224897633e-04
4.9770000000e+01 9.2318470817e-05 -1.5755025743e-04 7.3119527485e-04 -2.1234370603e-04
4.9777500000e+01 9.2317176371e-05 -1.5755797685e-04 7.3117054047e-04 -2.1243869473e-04
4.9785000000e+01 9.2315909215e-05 -1.5756563929e-04 7.3114575296e-04 -2.1253391870e-04
4.9792500000e+01 9.2314669433e-05 -1.5757324575e-04 7.3112090451e-04 -2.1262937787e-04
4.9800000000e+01 9.2313456969e-05 -1.5758079478e-04 7.3109600999e-04 -2.1272504835e-04
4.9807500000e+01 9.2312271908e-05 -1.5758828742e-04 7.3107106133e-04 -2.1282093036e-04
