# Time  u_x_TE  u_y_TE
1.3505000000e+01 -9.3320186537e-10 4.5744407303e-06
1.3510000000e+01 1.4232975103e-09 4.5484219894e-06
1.3515000000e+01 4.7928494019e-09 4.5300674032e-06
1.3520000000e+01 8.2110568710e-09 4.5132507427e-06
1.3525000000e+01 1.0513373164e-08 4.4917216802e-06
1.3530000000e+01 1.0981037345e-08 4.4614257448e-06
1.3535000000e+01 9.7294304152e-09 4.4218033739e-06
1.3540000000e+01 7.4703685983e-09 4.3752687662e-06
1.3545000000e+01 4.8662160228e-09 4.3256405612e-06
1.3550000000e+01 2.1924532514e-09 4.2771984859e-06
1.3555000000e+01 -4.1655836681e-10 4.2346464795e-06
1.3560000000e+01 -2.5482885139e-09 4.2028737986e-06
1.3565000000e+01 -3.4168189307e-09 4.1858679999e-06
1.3570000000e+01 -2.3379365308e-09 4.1850549743e-06
1.3575000000e+01 5.6163087415e-10 4.1981628096e-06
1.3580000000e+01 4.2128974026e-09 4.2198761814e-06
1.3585000000e+01 7.3099352346e-09 4.2440209341e-06
1.3590000000e+01 9.1490093516e-09 4.2655393135e-06
1.3595000000e+01 9.8212044071e-09 4.2811894510e-06
1.3600000000e+01 9.6831936929e-09 4.2893916043e-06
1.3605000000e+01 8.7173756920e-09 4.2900884534e-06
1.3610000000e+01 6.5459977890e-09 4.2851307050e-06
1.3615000000e+01 3.1718187732e-09 4.2788108615e-06
1.3620000000e+01 -4.5698472294e-10 4.2773294874e-06
1.3625000000e+01 -2.8737721359e-09 4.2867668352e-06
1.3630000000e+01 -3.1510695519e-09 4.3108644261e-06
1.3635000000e+01 -1.5342695722e-09 4.3500546424e-06
1.3640000000e+01 9.2998840090e-10 4.4019398353e-06
1.3645000000e+01 3.3996302023e-09 4.4625674702e-06
1.3650000000e+01 5.8134327747e-09 4.5274601136e-06
1.3655000000e+01 8.3831597854e-09 4.5918318626e-06
1.3660000000e+01 1.0708061018e-08 4.6508119731e-06
1.3665000000e+01 1.1701845413e-08 4.7006039871e-06
1.3670000000e+01 1.0489640013e-08 4.7400525303e-06
1.3675000000e+01 7.3438212219e-09 4.7714375014e-06
1.3680000000e+01 3.6589077347e-09 4.7998473366e-06
1.3685000000e+01 8.8443761489e-10 4.8312912501e-06
1.3690000000e+01 -5.1800333286e-10 4.8706989514e-06
1.3695000000e+01 -9.9115181522e-10 4.9210692501e-06
1.3700000000e+01 -9.0048633396e-10 4.9836445736e-06
1.3705000000e+01 8.4363171984e-11 5.0580287660e-06
1.3710000000e+01 2.5333559704e-09 5.1418589077e-06
1.3715000000e+01 6.2860953553e-09 5.2305727950e-06
1.3720000000e+01 1.0080697305e-08 5.3179554152e-06
1.3725000000e+01 1.2335387615e-08 5.3978371932e-06
1.3730000000e+01 1.2384760711e-08 5.4662949962e-06
1.3735000000e+01 1.0833483622e-08 5.5227724290e-06
1.3740000000e+01 8.7250338658e-09 5.5695468437e-06
1.3745000000e+01 6.5666574661e-09 5.6104698696e-06
1.3750000000e+01 4.2133363881e-09 5.6499208476e-06
1.3755000000e+01 1.6077353461e-09 5.6923395655e-06
1.3760000000e+01 -5.4114413795e-10 5.7420029836e-06
1.3765000000e+01 -1.0499591804e-09 5.8021890161e-06
1.3770000000e+01 6.8241176800e-10 5.8736653961e-06
1.3775000000e+01 4.0271972768e-09 5.9537459833e-06
1.3780000000e+01 7.6020372862e-09 6.0369614594e-06
1.3785000000e+01 1.0314489538e-08 6.1169609022e-06
1.3790000000e+01 1.1930314470e-08 6.1884803410e-06
1.3795000000e+01 1.2740465460e-08 6.2483752473e-06
1.3800000000e+01 1.2803221906e-08 6.2954495089e-06
1.3805000000e+01 1.1694015682e-08 6.3300183492e-06
1.3810000000e+01 9.1084322852e-09 6.3541760063e-06
1.3815000000e+01 5.5514613641e-09 6.3722086372e-06
1.3820000000e+01 2.2618257453e-09 6.3900244534e-06
1.3825000000e+01 4.4622973520e-10 6.4134256336e-06
1.3830000000e+01 5.2642413426e-10 6.4459752478e-06
1.3835000000e+01 2.0445688837e-09 6.4877578497e-06
1.3840000000e+01 4.2661352809e-09 6.5359116823e-06
1.3845000000e+01 6.7856414799e-09 6.5861940323e-06
1.3850000000e+01 9.4995351487e-09 6.6340732948e-06
1.3855000000e+01 1.2140054683e-08 6.6749755448e-06
1.3860000000e+01 1.4028470187e-08 6.7044998269e-06
1.3865000000e+01 1.4356895136e-08 6.7192963915e-06
1.3870000000e+01 1.2772575647e-08 6.7185150688e-06
1.3875000000e+01 9.7545538990e-09 6.7048215390e-06
1.3880000000e+01 6.3686285779e-09 6.6837310484e-06
1.3885000000e+01 3.5971188510e-09 6.6614433388e-06
1.3890000000e+01 1.8971152617e-09 6.6428321838e-06
1.3895000000e+01 1.2779685308e-09 6.6306898638e-06
1.3900000000e+01 1.6501275583e-09 6.6259549565e-06
1.3905000000e+01 3.0720967219e-09 6.6280681331e-06
1.3910000000e+01 5.6124803907e-09 6.6347619979e-06
1.3915000000e+01 8.9261965733e-09 6.6415858964e-06
1.3920000000e+01 1.2093362186e-08 6.6424486608e-06
1.3925000000e+01 1.4023195059e-08 6.6315947865e-06
1.3930000000e+01 1.4088218032e-08 6.6057552714e-06
1.3935000000e+01 1.2467463954e-08 6.5650830296e-06
1.3940000000e+01 9.9271600456e-09 6.5125306122e-06
1.3945000000e+01 7.2133291337e-09 6.4523811143e-06
1.3950000000e+01 4.6418780061e-09 6.3891602917e-06
1.3955000000e+01 2.3044840890e-09 6.3274473854e-06
1.3960000000e+01 5.5784131645e-10 6.2717080077e-06
1.3965000000e+01 1.0470712729e-10 6.2252125687e-06
1.3970000000e+01 1.4969028738e-09 6.1885402001e-06
1.3975000000e+01 4.5179497406e-09 6.1588879964e-06
1.3980000000e+01 8.0753412144e-09 6.1308565929e-06
1.3985000000e+01 1.0869970800e-08 6.0984728909e-06
1.3990000000e+01 1.2263452011e-08 6.0571620474e-06
1.3995000000e+01 1.2442210941e-08 6.0044204869e-06
1.4000000000e+01 1.1812721816e-08 5.9395141531e-06
1.4005000000e+01 1.0402229604e-08 5.8633150523e-06
1.4010000000e+01 7.9320371090e-09 5.7785756878e-06
1.4015000000e+01 4.4918717402e-09 5.6901076094e-06
1.4020000000e+01 1.0292407483e-09 5.6041051507e-06
1.4025000000e+01 -1.0691568635e-09 5.5263304431e-06
1.4030000000e+01 -1.0183976020e-09 5.4600535071e-06
1.4035000000e+01 7.9232326355e-10 5.4051993700e-06
1.4040000000e+01 3.2871857339e-09 5.3590573792e-06
1.4045000000e+01 5.6668122307e-09 5.3175760841e-06
1.4050000000e+01 7.8493892042e-09 5.2763341001e-06
1.4055000000e+01 9.9980320879e-09 5.2309833518e-06
1.4060000000e+01 1.1726789645e-08 5.1775511663e-06
1.4065000000e+01 1.2045137817e-08 5.1133395050e-06
1.4070000000e+01 1.0256978035e-08 5.0383062862e-06
1.4075000000e+01 6.7988820853e-09 4.9556841356e-06
1.4080000000e+01 3.0631308335e-09 4.8711054790e-06
1.4085000000e+01 3.7103037163e-10 4.7907454131e-06
1.4090000000e+01 -8.9975035255e-10 4.7195110590e-06
1.4095000000e+01 -1.1930168304e-09 4.6601650411e-06
1.4100000000e+01 -8.7507111230e-10 4.6134965568e-06
1.4105000000e+01 3.2113679775e-10 4.5786673027e-06
1.4110000000e+01 2.8207439455e-09 4.5530497340e-06
1.4115000000e+01 6.3166615824e-09 4.5320910297e-06
1.4120000000e+01 9.5701931299e-09 4.5100528337e-06
1.4125000000e+01 1.1197487596e-08 4.4816693390e-06
1.4130000000e+01 1.0699926213e-08 4.4440197753e-06
1.4135000000e+01 8.7237537993e-09 4.3975248423e-06
1.4140000000e+01 6.2917101976e-09 4.3453744126e-06
1.4145000000e+01 3.8957826549e-09 4.2920612956e-06
1.4150000000e+01 1.4563657528e-09 4.2422986562e-06
1.4155000000e+01 -9.7789670664e-10 4.2005974654e-06
1.4160000000e+01 -2.7333725697e-09 4.1709223855e-06
1.4165000000e+01 -2.8341746726e-09 4.1559304914e-06
1.4170000000e+01 -8.7838083376e-10 4.1557934674e-06
1.4175000000e+01 2.4453760769e-09 4.1674473702e-06
1.4180000000e+01 5.8150633938e-09 4.1853306692e-06
1.4185000000e+01 8.2350129483e-09 4.2033900626e-06
1.4190000000e+01 9.5051082665e-09 4.2169758391e-06
1.4195000000e+01 9.8705358931e-09 4.2236588755e-06
1.4200000000e+01 9.4089050975e-09 4.2230497672e-06
1.4205000000e+01 7.8640250006e-09 4.2163431556e-06
1.4210000000e+01 5.1029762327e-09 4.2063039194e-06
1.4215000000e+01 1.6701781913e-09 4.1975134567e-06
1.4220000000e+01 -1.2798748413e-09 4.1957999463e-06
1.4225000000e+01 -2.6970048921e-09 4.2064489912e-06
1.4230000000e+01 -2.2733542643e-09 4.2322439214e-06
1.4235000000e+01 -4.6338537068e-10 4.2725823158e-06
1.4240000000e+01 2.0042725029e-09 4.3240797981e-06
1.4245000000e+01 4.6390689201e-09 4.3821147159e-06
1.4250000000e+01 7.2463948567e-09 4.4420528082e-06
1.4255000000e+01 9.5580941696e-09 4.4995336888e-06
1.4260000000e+01 1.0994971668e-08 4.5506280635e-06
1.4265000000e+01 1.0912894995e-08 4.5927108471e-06
1.4270000000e+01 9.0977465566e-09 4.6257342350e-06
1.4275000000e+01 6.0497718611e-09 4.6528602621e-06
1.4280000000e+01 2.7903829874e-09 4.6796594345e-06
1.4285000000e+01 2.9692761653e-10 4.7120646977e-06
1.4290000000e+01 -9.7522304554e-10 4.7543858991e-06
1.4295000000e+01 -1.0729085663e-09 4.8086396999e-06
1.4300000000e+01 -1.7311739853e-10 4.8749501480e-06
1.4305000000e+01 1.6658435129e-09 4.9518987320e-06
1.4310000000e+01 4.4044047875e-09 5.0364062733e-06
1.4315000000e+01 7.6910641722e-09 5.1235960971e-06
1.4320000000e+01 1.0675599805e-08 5.2074357355e-06
1.4325000000e+01 1.2334242032e-08 5.2825380178e-06
1.4330000000e+01 1.2118639464e-08 5.3461735465e-06
1.4335000000e+01 1.0301186335e-08 5.3989981846e-06
1.4340000000e+01 7.7085216697e-09 5.4442144373e-06
1.4345000000e+01 5.1198953739e-09 5.4861347829e-06
1.4350000000e+01 2.8731637279e-09 5.5291379655e-06
1.4355000000e+01 1.0324016287e-09 5.5773074945e-06
1.4360000000e+01 -1.2526530201e-10 5.6342056806e-06
1.4365000000e+01 1.9332774533e-11 5.7020031256e-06
1.4370000000e+01 1.9173934199e-09 5.7801774443e-06
1.4375000000e+01 5.2411652616e-09 5.8650302446e-06
1.4380000000e+01 8.8704810039e-09 5.9507171158e-06
1.4385000000e+01 1.1566346137e-08 6.0311929386e-06
1.4390000000e+01 1.2761409580e-08 6.1019651036e-06
1.4395000000e+01 1.2715817534e-08 6.1607935028e-06
1.4400000000e+01 1.1900671329e-08 6.2073705910e-06
1.4405000000e+01 1.0381471314e-08 6.2429571779e-06
1.4410000000e+01 7.9481311169e-09 6.2705341213e-06
1.4415000000e+01 4.7820171061e-09 6.2948284789e-06
1.4420000000e+01 1.8305163040e-09 6.3214506672e-06
1.4425000000e+01 3.5949983317e-10 6.3552043780e-06
1.4430000000e+01 1.0022964585e-09 6.3983387332e-06
1.4435000000e+01 3.2631371205e-09 6.4498235836e-06
1.4440000000e+01 6.0357337881e-09 6.5061129299e-06
1.4445000000e+01 8.5568554385e-09 6.5625765862e-06
1.4450000000e+01 1.0758415885e-08 6.6145026472e-06
1.4455000000e+01 1.2750854222e-08 6.6575275436e-06
1.4460000000e+01 1.4151378566e-08 6.6880450558e-06
1.4465000000e+01 1.4105216680e-08 6.7039911472e-06
1.4470000000e+01 1.2090449189e-08 6.7058648104e-06
1.4475000000e+01 8.6574030292e-09 6.6971886660e-06
1.4480000000e+01 5.1911176664e-09 6.6835850488e-06
1.4485000000e+01 2.8874374336e-09 6.6708402088e-06
1.4490000000e+01 2.0188987750e-09 6.6632165527e-06
1.4495000000e+01 2.1467743648e-09 6.6627378060e-06
1.4500000000e+01 2.9156022435e-09 6.6693473745e-06
1.4505000000e+01 4.5031267616e-09 6.6813487941e-06
1.4510000000e+01 7.1895276491e-09 6.6955133910e-06
1.4515000000e+01 1.0574319171e-08 6.7070717362e-06
1.4520000000e+01 1.3459627637e-08 6.7104514822e-06
1.4525000000e+01 1.4640073353e-08 6.7009331363e-06
1.4530000000e+01 1.3793742338e-08 6.6763351084e-06
1.4535000000e+01 1.1597754709e-08 6.6377173375e-06
1.4540000000e+01 9.0251879667e-09 6.5887489575e-06
1.4545000000e+01 6.5791731167e-09 6.5342380832e-06
1.4550000000e+01 4.2483675843e-09 6.4789007163e-06
1.4555000000e+01 2.1308035817e-09 6.4269326561e-06
1.4560000000e+01 8.5181022145e-10 6.3817619341e-06
1.4565000000e+01 1.2005424359e-09 6.3453040122e-06
1.4570000000e+01 3.3824092003e-09 6.3169882018e-06
1.4575000000e+01 6.6703698125e-09 6.2933325568e-06
1.4580000000e+01 9.8294536842e-09 6.2687500600e-06
1.4585000000e+01 1.1941804205e-08 6.2374915721e-06
1.4590000000e+01 1.2827451946e-08 6.1955231207e-06
1.4595000000e+01 1.2726319754e-08 6.1412136619e-06
1.4600000000e+01 1.1754207615e-08 6.0749870436e-06
1.4605000000e+01 9.7915768217e-09 5.9988414105e-06
1.4610000000e+01 6.8643312943e-09 5.9162302198e-06
1.4615000000e+01 3.5403279239e-09 5.8320500685e-06
1.4620000000e+01 8.5422091107e-10 5.7520135632e-06
1.4625000000e+01 -2.7791409371e-10 5.6810095318e-06
1.4630000000e+01 3.6843502879e-10 5.6212630256e-06
1.4635000000e+01 2.3090028899e-09 5.5716663497e-06
1.4640000000e+01 4.8122063390e-09 5.5286178740e-06
1.4645000000e+01 7.3352864614e-09 5.4875299277e-06
1.4650000000e+01 9.6036948942e-09 5.4440098870e-06
1.4655000000e+01 1.1366911198e-08 5.3942804954e-06
1.4660000000e+01 1.2171792801e-08 5.3353178412e-06
1.4665000000e+01 1.1516392009e-08 5.2655566953e-06
1.4670000000e+01 9.2886992838e-09 5.1860152708e-06
1.4675000000e+01 6.0233306076e-09 5.1006866561e-06
1.4680000000e+01 2.7109860262e-09 5.0155196171e-06
1.4685000000e+01 2.9378775770e-10 4.9364532745e-06
1.4690000000e+01 -7.8601646559e-10 4.8676302254e-06
1.4695000000e+01 -6.2900697896e-10 4.8107611022e-06
1.4700000000e+01 4.7841137339e-10 4.7655776890e-06
1.4705000000e+01 2.3824815675e-09 4.7303442082e-06
1.4710000000e+01 4.9849406612e-09 4.7018268852e-06
1.4715000000e+01 7.9175969921e-09 4.6752992772e-06
1.4720000000e+01 1.0389337657e-08 4.6453726121e-06
1.4725000000e+01 1.1472001724e-08 4.6076602645e-06
1.4730000000e+01 1.0696344297e-08 4.5604762268e-06
1.4735000000e+01 8.4186374089e-09 4.5054291303e-06
1.4740000000e+01 5.5377127048e-09 4.4464856639e-06
1.4745000000e+01 2.8461578913e-09 4.3884363309e-06
1.4750000000e+01 6.6438804716e-10 4.3358927161e-06
1.4755000000e+01 -9.6650028922e-10 4.2929093870e-06
1.4760000000e+01 -1.8300105814e-09 4.2626604695e-06
1.4765000000e+01 -1.4068796997e-09 4.2467053998e-06
1.4770000000e+01 6.5354391508e-10 4.2440105949e-06
1.4775000000e+01 3.9408064131e-09 4.2506498220e-06
1.4780000000e+01 7.3051929546e-09 4.2608973033e-06
1.4785000000e+01 9.5776217124e-09 4.2691961735e-06
1.4790000000e+01 1.0301024018e-08 4.2717522194e-06
1.4795000000e+01 9.7968897168e-09 4.2670751303e-06
1.4800000000e+01 8.5743628831e-09 4.2556917126e-06
1.4805000000e+01 6.7546669963e-09 4.2396866592e-06
1.4810000000e+01 4.1908985680e-09 4.2225898992e-06
1.4815000000e+01 1.1259835801e-09 4.2092912769e-06
1.4820000000e+01 -1.4928450005e-09 4.2051645839e-06
1.4825000000e+01 -2.5260599549e-09 4.2144128100e-06
1.4830000000e+01 -1.5119209961e-09 4.2385719488e-06
1.4835000000e+01 9.6609054606e-10 4.2760405166e-06
1.4840000000e+01 3.8046865263e-09 4.3228627735e-06
1.4845000000e+01 6.2695177749e-09 4.3741812529e-06
1.4850000000e+01 8.3009743392e-09 4.4253547129e-06
1.4855000000e+01 9.9873101292e-09 4.4723935341e-06
1.4860000000e+01 1.0954846194e-08 4.5122963195e-06
1.4865000000e+01 1.0475525013e-08 4.5437661738e-06
1.4870000000e+01 8.2162015123e-09 4.5679999460e-06
1.4875000000e+01 4.8164998843e-09 4.5888587284e-06
1.4880000000e+01 1.6106455400e-09 4.6119194678e-06
1.4885000000e+01 -3.1637958305e-10 4.6426219423e-06
1.4890000000e+01 -7.8416305901e-10 4.6845930391e-06
1.4895000000e+01 -2.4829322632e-10 4.7390651153e-06
1.4900000000e+01 9.4773999583e-10 4.8051847923e-06
1.4905000000e+01 2.9018858033e-09 4.8804860226e-06
1.4910000000e+01 5.7451830013e-09 4.9611518273e-06
1.4915000000e+01 9.0102837727e-09 5.0422218003e-06
1.4920000000e+01 1.1580098530e-08 5.1183144636e-06
1.4925000000e+01 1.2416558642e-08 5.1851439490e-06
1.4930000000e+01 1.1344736789e-08 5.2410817228e-06
1.4935000000e+01 9.0800916552e-09 5.2876511271e-06
1.4940000000e+01 6.5477656918e-09 5.3287110888e-06
1.4945000000e+01 4.2442902039e-09 5.3689980616e-06
1.4950000000e+01 2.2314198944e-09 5.4129070625e-06
1.4955000000e+01 6.3893267601e-10 5.4639743868e-06
1.4960000000e+01 4.6016466030e-13 5.5246929416e-06
1.4965000000e+01 9.3617828924e-10 5.5959516893e-06
1.4970000000e+01 3.4952479798e-09 5.6761874670e-06
1.4975000000e+01 6.9107574710e-09 5.7611722585e-06
1.4980000000e+01 1.0038874754e-08 5.8450107802e-06
1.4985000000e+01 1.2050356477e-08 5.9219862099e-06
1.4990000000e+01 1.2774354918e-08 5.9882843657e-06
1.4995000000e+01 1.2454791511e-08 6.0426326028e-06
1.5000000000e+01 1.1275360633e-08 6.0858304568e-06
1.5005000000e+01 9.2373063176e-09 6.1201278604e-06
1.5010000000e+01 6.4786985622e-09 6.1490440640e-06
1.5015000000e+01 3.5802677506e-09 6.1772280303e-06
1.5020000000e+01 1.4598113824e-09 6.2097014953e-06
1.5025000000e+01 8.8936160031e-10 6.2503503104e-06
1.5030000000e+01 2.0250922967e-09 6.3003507185e-06
1.5035000000e+01 4.3612485547e-09 6.3576499358e-06
1.5040000000e+01 7.1349751477e-09 6.4179302689e-06
1.5045000000e+01 9.7643220018e-09 6.4762083095e-06
1.5050000000e+01 1.1941541846e-08 6.5279463750e-06
1.5055000000e+01 1.3436813650e-08 6.5694552288e-06
1.5060000000e+01 1.3916341536e-08 6.5981084440e-06
1.5065000000e+01 1.3022359659e-08 6.6129032755e-06
1.5070000000e+01 1.0719265048e-08 6.6153083481e-06
1.5075000000e+01 7.5603047765e-09 6.6094977538e-06
1.5080000000e+01 4.5218464948e-09 6.6012233368e-06
1.5085000000e+01 2.5026791988e-09 6.5958468179e-06
1.5090000000e+01 1.8954927887e-09 6.5967530914e-06
1.5095000000e+01 2.5418285737e-09 6.6048691344e-06
1.5100000000e+01 4.0635227949e-09 6.6191155206e-06
1.5105000000e+01 6.2131962492e-09 6.6370066558e-06
1.5110000000e+01 8.8536925641e-09 6.6548220259e-06
1.5115000000e+01 1.1625451775e-08 6.6677153919e-06
1.5120000000e+01 1.3778962856e-08 6.6705771581e-06
1.5125000000e+01 1.4478138981e-08 6.6596503900e-06
1.5130000000e+01 1.3361973283e-08 6.6339572315e-06
1.5135000000e+01 1.0860527673e-08 6.5956308959e-06
1.5140000000e+01 7.9189051516e-09 6.5489639793e-06
1.5145000000e+01 5.3411569431e-09 6.4988677447e-06
1.5150000000e+01 3.4108880987e-09 6.4497939160e-06
1.5155000000e+01 2.1262683436e-09 6.4053832161e-06
1.5160000000e+01 1.6592749350e-09 6.3681789985e-06
1.5165000000e+01 2.4374593283e-09 6.3389576819e-06
1.5170000000e+01 4.6958131145e-09 6.3160217627e-06
1.5175000000e+01 7.9525983357e-09 6.2951634596e-06
1.5180000000e+01 1.1060012444e-08 6.2707703862e-06
1.5185000000e+01 1.2922078258e-08 6.2377068809e-06
1.5190000000e+01 1.3193308562e-08 6.1928366138e-06
1.5195000000e+01 1.2271365390e-08 6.1354310435e-06
1.5200000000e+01 1.0684723589e-08 6.0667718656e-06
1.5205000000e+01 8.5915025791e-09 5.9896584813e-06
1.5210000000e+01 5.9231883772e-09 5.9081329150e-06
1.5215000000e+01 2.9693503135e-09 5.8271851769e-06
1.5220000000e+01 6.4261651660e-10 5.7519166823e-06
1.5225000000e+01 -3.8787837389e-11 5.6860458757e-06
1.5230000000e+01 1.2236887490e-09 5.6305548358e-06
1.5235000000e+01 3.7570774088e-09 5.5834358100e-06
1.5240000000e+01 6.4845639274e-09 5.5406074023e-06
1.5245000000e+01 8.7172897185e-09 5.4973245239e-06
1.5250000000e+01 1.0391975659e-08 5.4493202805e-06
1.5255000000e+01 1.1582714111e-08 5.3933149247e-06
1.5260000000e+01 1.1954648959e-08 5.3272605068e-06
1.5265000000e+01 1.0903127966e-08 5.2508797178e-06
1.5270000000e+01 8.2604116881e-09 5.1662977216e-06
1.5275000000e+01 4.7489241762e-09 5.0780130203e-06
1.5280000000e+01 1.6327347307e-09 4.9918275141e-06
1.5285000000e+01 -1.3235702523e-10 4.9131026747e-06
1.5290000000e+01 -4.3494997782e-10 4.8452203868e-06
1.5295000000e+01 2.5741028662e-10 4.7890427471e-06
1.5300000000e+01 1.5862214945e-09 4.7433513552e-06
1.5305000000e+01 3.5798749853e-09 4.7054738582e-06
1.5310000000e+01 6.2482376925e-09 4.6716064467e-06
1.5315000000e+01 9.0680134272e-09 4.6371395063e-06
1.5320000000e+01 1.1024005793e-08 4.5974532987e-06
1.5325000000e+01 1.1255435751e-08 4.5492642011e-06
1.5330000000e+01 9.7062220933e-09 4.4919658803e-06
1.5335000000e+01 7.1151643241e-09 4.4279952803e-06
1.5340000000e+01 4.3778703770e-09 4.3618768221e-06
1.5345000000e+01 1.9824967463e-09 4.2986894170e-06
1.5350000000e+01 3.7390517523e-11 4.2429077345e-06
1.5355000000e+01 -1.3057464305e-09 4.1979048467e-06
1.5360000000e+01 -1.6129964556e-09 4.1657571785e-06
1.5365000000e+01 -4.3964104861e-10 4.1468434234e-06
1.5370000000e+01 2.1433397826e-09 4.1392301522e-06
1.5375000000e+01 5.3592658775e-09 4.1385884082e-06
1.5380000000e+01 8.1378097076e-09 4.1392859256e-06
1.5385000000e+01 9.7380182250e-09 4.1362379060e-06
1.5390000000e+01 1.0019358442e-08 4.1264343405e-06
1.5395000000e+01 9.2307108145e-09 4.1094218671e-06
1.5400000000e+01 7.6289175554e-09 4.0868076863e-06
1.5405000000e+01 5.3375744986e-09 4.0615196928e-06
1.5410000000e+01 2.5711987754e-09 4.0374754896e-06
1.5415000000e+01 -1.0603744350e-10 4.0193882709e-06
1.5420000000e+01 -1.8791778169e-09 4.0119692518e-06
1.5425000000e+01 -2.1074016540e-09 4.0184788041e-06
1.5430000000e+01 -7.1184809972e-10 4.0394157253e-06
1.5435000000e+01 1.7846861200e-09 4.0722336737e-06
1.5440000000e+01 4.5962672089e-09 4.1123539967e-06
1.5445000000e+01 7.1000297033e-09 4.1547810061e-06
1.5450000000e+01 8.9833649924e-09 4.1952357069e-06
1.5455000000e+01 1.0069271379e-08 4.2305015971e-06
1.5460000000e+01 1.0124423993e-08 4.2585962968e-06
1.5465000000e+01 8.9154120907e-09 4.2792751941e-06
1.5470000000e+01 6.4877068252e-09 4.2946292879e-06
1.5475000000e+01 3.3998746129e-09 4.3090709581e-06
1.5480000000e+01 6.0425747193e-10 4.3281943162e-06
1.5485000000e+01 -1.0381581117e-09 4.3568797130e-06
1.5490000000e+01 -1.2032652377e-09 4.3978123554e-06
1.5495000000e+01 -1.2694846364e-10 4.4511793258e-06
1.5500000000e+01 1.7412949444e-09 4.5152046263e-06
1.5505000000e+01 4.0857650917e-09 4.5867691452e-06
1.5510000000e+01 6.7322904182e-09 4.6617348853e-06
1.5515000000e+01 9.3391420455e-09 4.7352218886e-06
1.5520000000e+01 1.1211760905e-08 4.8024440361e-06
1.5525000000e+01 1.1596912612e-08 4.8601784012e-06
1.5530000000e+01 1.0243679573e-08 4.9080109606e-06
1.5535000000e+01 7.6693541813e-09 4.9484402317e-06
1.5540000000e+01 4.8402725958e-09 4.9858158939e-06
1.5545000000e+01 2.5432838270e-09 5.0248647322e-06
1.5550000000e+01 1.0300742572e-09 5.0696102889e-06
1.5555000000e+01 2.4955814288e-10 5.1229614845e-06
1.5560000000e+01 3.1846279955e-10 5.1865164624e-06
1.5565000000e+01 1.5876890788e-09 5.2600539135e-06
1.5570000000e+01 4.1812759608e-09 5.3409931131e-06
1.5575000000e+01 7.5427256816e-09 5.4245796354e-06
1.5580000000e+01 1.0550482440e-08 5.5050712041e-06
1.5585000000e+01 1.2203975720e-08 5.5774722120e-06
1.5590000000e+01 1.2259355460e-08 5.6389249759e-06
1.5595000000e+01 1.1181990587e-08 5.6890582768e-06
1.5600000000e+01 9.5244549586e-09 5.7294750166e-06
1.5605000000e+01 7.4678617243e-09 5.7631403752e-06
1.5610000000e+01 5.0069888303e-09 5.7940237441e-06
1.5615000000e+01 2.4797636481e-09 5.8266827589e-06
1.5620000000e+01 7.4314787032e-10 5.8653922581e-06
1.5625000000e+01 6.7220941801e-10 5.9128469735e-06
1.5630000000e+01 2.4240083110e-09 5.9690329411e-06
1.5635000000e+01 5.2541174531e-09 6.0310896148e-06
1.5640000000e+01 8.1087202491e-09 6.0943413431e-06
1.5645000000e+01 1.0357259006e-08 6.1537559967e-06
1.5650000000e+01 1.1941478410e-08 6.2050282423e-06
1.5655000000e+01 1.2916044774e-08 6.2450892381e-06
1.5660000000e+01 1.2999737693e-08 6.2723327926e-06
1.5665000000e+01 1.1722951639e-08 6.2869564454e-06
1.5670000000e+01 9.0563522636e-09 6.2913813342e-06
1.5675000000e+01 5.7756405507e-09 6.2901132319e-06
1.5680000000e+01 3.0721627656e-09 6.2886007786e-06
1.5685000000e+01 1.7691310116e-09 6.2915313056e-06
1.5690000000e+01 1.9032004324e-09 6.3014676158e-06
1.5695000000e+01 3.0056197432e-09 6.3184362425e-06
1.5700000000e+01 4.6975332872e-09 6.3404204192e-06
1.5705000000e+01 6.9236395850e-09 6.3641184183e-06
1.5710000000e+01 9.6010881654e-09 6.3854051028e-06
1.5715000000e+01 1.2183473726e-08 6.3996839822e-06
1.5720000000e+01 1.3754295057e-08 6.4026879908e-06
1.5725000000e+01 1.3626381923e-08 6.3917464562e-06
1.5730000000e+01 1.1856123206e-08 6.3668751847e-06
1.5735000000e+01 9.1844051960e-09 6.3309492373e-06
1.5740000000e+01 6.4775210828e-09 6.2887002055e-06
1.5745000000e+01 4.2260462511e-09 6.2451373827e-06
1.5750000000e+01 2.5624271549e-09 6.2043892150e-06
1.5755000000e+01 1.6304841949e-09 6.1692913815e-06
1.5760000000e+01 1.7670379255e-09 6.1412470079e-06
1.5765000000e+01 3.2554832781e-09 6.1199117782e-06
1.5770000000e+01 5.9165958896e-09 6.1028025496e-06
1.5775000000e+01 8.9871931439e-09 6.0854044121e-06
1.5780000000e+01 1.1476875835e-08 6.0622790998e-06
1.5785000000e+01 1.2714623472e-08 6.0288560980e-06
1.5790000000e+01 1.2600703678e-08 5.9828455359e-06
1.5795000000e+01 1.1413542978e-08 5.9245303951e-06
1.5800000000e+01 9.4719588856e-09 5.8561685763e-06
1.5805000000e+01 7.0038414089e-09 5.7812315007e-06
1.5810000000e+01 4.2868758460e-09 5.7039444675e-06
1.5815000000e+01 1.8429393676e-09 5.6289742457e-06
1.5820000000e+01 3.8053508025e-10 5.5606765840e-06
