# Time  u_x_TE  u_y_TE
3.8330000000e+01 8.2066358680e-09 4.7648613839e-06
3.8335000000e+01 8.3034275952e-09 4.7613289062e-06
3.8340000000e+01 8.0653628677e-09 4.7528181085e-06
3.8345000000e+01 7.5432734399e-09 4.7397514832e-06
3.8350000000e+01 6.8481365087e-09 4.7230520915e-06
3.8355000000e+01 6.1275538107e-09 4.7039472607e-06
3.8360000000e+01 5.5347873274e-09 4.6837082105e-06
3.8365000000e+01 5.1956280886e-09 4.6633798670e-06
3.8370000000e+01 5.1798546052e-09 4.6435590234e-06
3.8375000000e+01 5.4845615796e-09 4.6242713867e-06
3.8380000000e+01 6.0344909632e-09 4.6049772415e-06
3.8385000000e+01 6.6996732338e-09 4.5847050304e-06
3.8390000000e+01 7.3253852827e-09 4.5622811803e-06
3.8395000000e+01 7.7663839719e-09 4.5366029738e-06
3.8400000000e+01 7.9176302783e-09 4.5068943480e-06
3.8405000000e+01 7.7359936830e-09 4.4728909411e-06
3.8410000000e+01 7.2496277295e-09 4.4349161699e-06
3.8415000000e+01 6.5530854960e-09 4.3938313203e-06
3.8420000000e+01 5.7878758020e-09 4.3508679516e-06
3.8425000000e+01 5.1113011299e-09 4.3073773447e-06
3.8430000000e+01 4.6604923894e-09 4.2645527835e-06
3.8435000000e+01 4.5210908237e-09 4.2231883595e-06
3.8440000000e+01 4.7088419700e-09 4.1835288592e-06
3.8445000000e+01 5.1678273022e-09 4.1452423508e-06
3.8450000000e+01 5.7839758629e-09 4.1075185719e-06
3.8455000000e+01 6.4095830473e-09 4.0692700952e-06
3.8460000000e+01 6.8940460848e-09 4.0293935765e-06
3.8465000000e+01 7.1159656930e-09 3.9870363356e-06
3.8470000000e+01 7.0106991297e-09 3.9418105474e-06
3.8475000000e+01 6.5863902058e-09 3.8939061020e-06
3.8480000000e+01 5.9229401208e-09 3.8440747966e-06
3.8485000000e+01 5.1532701576e-09 3.7934889000e-06
3.8490000000e+01 4.4322837707e-09 3.7435072768e-06
3.8495000000e+01 3.9024230085e-09 3.6954027455e-06
3.8500000000e+01 3.6639395158e-09 3.6501105009e-06
3.8505000000e+01 3.7547731198e-09 3.6080504330e-06
3.8510000000e+01 4.1424127658e-09 3.5690601198e-06
3.8515000000e+01 4.7293586242e-09 3.5324534317e-06
3.8520000000e+01 5.3729134869e-09 3.4971941596e-06
3.8525000000e+01 5.9168445554e-09 3.4621482631e-06
3.8530000000e+01 6.2276734043e-09 3.4263585287e-06
3.8535000000e+01 6.2254543584e-09 3.3892787956e-06
3.8540000000e+01 5.9006468917e-09 3.3509147592e-06
3.8545000000e+01 5.3141272499e-09 3.3118414987e-06
3.8550000000e+01 4.5826597838e-09 3.2730963948e-06
3.8555000000e+01 3.8543221562e-09 3.2359721905e-06
3.8560000000e+01 3.2781041834e-09 3.2017542674e-06
3.8565000000e+01 2.9720171662e-09 3.1714573233e-06
3.8570000000e+01 2.9958376080e-09 3.1456183041e-06
3.8575000000e+01 3.3360310227e-09 3.1241925966e-06
3.8580000000e+01 3.9084052528e-09 3.1065785555e-06
3.8585000000e+01 4.5783168334e-09 3.0917654273e-06
3.8590000000e+01 5.1921161423e-09 3.0785702127e-06
3.8595000000e+01 5.6108748280e-09 3.0659090992e-06
3.8600000000e+01 5.7390448965e-09 3.0530436237e-06
3.8605000000e+01 5.5438290709e-09 3.0397496146e-06
3.8610000000e+01 5.0627700359e-09 3.0263739869e-06
3.8615000000e+01 4.3974028571e-09 3.0137668230e-06
3.8620000000e+01 3.6922190204e-09 3.0031014295e-06
3.8625000000e+01 3.1021704404e-09 2.9956199816e-06
3.8630000000e+01 2.7567351007e-09 2.9923611375e-06
3.8635000000e+01 2.7305677813e-09 2.9939318406e-06
3.8640000000e+01 3.0281832889e-09 3.0003750684e-06
3.8645000000e+01 3.5848361059e-09 3.0111616063e-06
3.8650000000e+01 4.2813758096e-09 3.0253050645e-06
3.8655000000e+01 4.9691883744e-09 3.0415734165e-06
3.8660000000e+01 5.5011461057e-09 3.0587518361e-06
3.8665000000e+01 5.7636026991e-09 3.0759016841e-06
3.8670000000e+01 5.7026736100e-09 3.0925598869e-06
3.8675000000e+01 5.3375051110e-09 3.1088333886e-06
3.8680000000e+01 4.7560208010e-09 3.1253654954e-06
3.8685000000e+01 4.0941349160e-09 3.1431809192e-06
3.8690000000e+01 3.5045839554e-09 3.1634455724e-06
3.8695000000e+01 3.1235904995e-09 3.1871963688e-06
3.8700000000e+01 3.0423867529e-09 3.2151006648e-06
3.8705000000e+01 3.2882776260e-09 3.2472959546e-06
3.8710000000e+01 3.8182571431e-09 3.2833427226e-06
3.8715000000e+01 4.5270503033e-09 3.3223009519e-06
3.8720000000e+01 5.2693288113e-09 3.3629159044e-06
3.8725000000e+01 5.8921477070e-09 3.4038744050e-06
3.8730000000e+01 6.2698664669e-09 3.4440747758e-06
3.8735000000e+01 6.3324223134e-09 3.4828486264e-06
3.8740000000e+01 6.0799889492e-09 3.5200841886e-06
3.8745000000e+01 5.5815231428e-09 3.5562252848e-06
3.8750000000e+01 4.9589428490e-09 3.5921489546e-06
3.8755000000e+01 4.3610490638e-09 3.6289500797e-06
3.8760000000e+01 3.9321220338e-09 3.6676789549e-06
3.8765000000e+01 3.7807073437e-09 3.7090868632e-06
3.8770000000e+01 3.9549245099e-09 3.7534346294e-06
3.8775000000e+01 4.4306059419e-09 3.8004080041e-06
3.8780000000e+01 5.1162357427e-09 3.8491609982e-06
3.8785000000e+01 5.8740030382e-09 3.8984781355e-06
3.8790000000e+01 6.5513331924e-09 3.9470179131e-06
3.8795000000e+01 7.0145904876e-09 3.9935816875e-06
3.8800000000e+01 7.1772686529e-09 4.0373489793e-06
3.8805000000e+01 7.0176307878e-09 4.0780299389e-06
3.8810000000e+01 6.5833195703e-09 4.1159037401e-06
3.8815000000e+01 5.9820620888e-09 4.1517342161e-06
3.8820000000e+01 5.3592026253e-09 4.1865789481e-06
3.8825000000e+01 4.8656306944e-09 4.2215320374e-06
3.8830000000e+01 4.6232259421e-09 4.2574579293e-06
3.8835000000e+01 4.6969034593e-09 4.2947772918e-06
3.8840000000e+01 5.0807089519e-09 4.3333534369e-06
3.8845000000e+01 5.7006792387e-09 4.3725030482e-06
3.8850000000e+01 6.4321554715e-09 4.4111263502e-06
3.8855000000e+01 7.1265362216e-09 4.4479270388e-06
3.8860000000e+01 7.6422212381e-09 4.4816751830e-06
3.8865000000e+01 7.8747733471e-09 4.5114578287e-06
3.8870000000e+01 7.7806922525e-09 4.5368630622e-06
3.8875000000e+01 7.3886303409e-09 4.5580554779e-06
3.8880000000e+01 6.7936815443e-09 4.5757243191e-06
3.8885000000e+01 6.1352579482e-09 4.5909154618e-06
3.8890000000e+01 5.5647106682e-09 4.6047861707e-06
3.8895000000e+01 5.2117393190e-09 4.6183386398e-06
3.8900000000e+01 5.1573765537e-09 4.6321908212e-06
3.8905000000e+01 5.4178700331e-09 4.6464327580e-06
3.8910000000e+01 5.9411417195e-09 4.6605980597e-06
3.8915000000e+01 6.6165710040e-09 4.6737571018e-06
3.8920000000e+01 7.2978088206e-09 4.6847136327e-06
3.8925000000e+01 7.8352846087e-09 4.6922632149e-06
3.8930000000e+01 8.1108680886e-09 4.6954560602e-06
3.8935000000e+01 8.0650311144e-09 4.6938043228e-06
3.8940000000e+01 7.7091449855e-09 4.6873870248e-06
3.8945000000e+01 7.1210367232e-09 4.6768306341e-06
3.8950000000e+01 6.4269182207e-09 4.6631718906e-06
3.8955000000e+01 5.7747252643e-09 4.6476341466e-06
3.8960000000e+01 5.3035266352e-09 4.6313650971e-06
3.8965000000e+01 5.1136116894e-09 4.6151912429e-06
3.8970000000e+01 5.2431623828e-09 4.5994421660e-06
3.8975000000e+01 5.6581420636e-09 4.5838846423e-06
3.8980000000e+01 6.2595953161e-09 4.5677831422e-06
3.8985000000e+01 6.9069810756e-09 4.5500738153e-06
3.8990000000e+01 7.4506582894e-09 4.5296119351e-06
3.8995000000e+01 7.7646233633e-09 4.5054363340e-06
3.9000000000e+01 7.7724910300e-09 4.4769925824e-06
3.9005000000e+01 7.4629071314e-09 4.4442678528e-06
3.9010000000e+01 6.8924923719e-09 4.4078098174e-06
3.9015000000e+01 6.1751245059e-09 4.3686252778e-06
3.9020000000e+01 5.4579952817e-09 4.3279786920e-06
3.9025000000e+01 4.8885617364e-09 4.2871330853e-06
3.9030000000e+01 4.5805184732e-09 4.2470907215e-06
3.9035000000e+01 4.5881306479e-09 4.2083926471e-06
3.9040000000e+01 4.8953584520e-09 4.1710225405e-06
3.9045000000e+01 5.4210450041e-09 4.1344349768e-06
3.9050000000e+01 6.0372747225e-09 4.0976994418e-06
3.9055000000e+01 6.5963940970e-09 4.0597271147e-06
3.9060000000e+01 6.9620206328e-09 4.0195317392e-06
3.9065000000e+01 7.0388009386e-09 3.9764695919e-06
3.9070000000e+01 6.7945633634e-09 3.9304067391e-06
3.9075000000e+01 6.2686610500e-09 3.8817753100e-06
3.9080000000e+01 5.5633110864e-09 3.8315041166e-06
3.9085000000e+01 4.8199073345e-09 3.7808383028e-06
3.9090000000e+01 4.1868878435e-09 3.7310894407e-06
3.9095000000e+01 3.7873864020e-09 3.6833731145e-06
3.9100000000e+01 3.6935110922e-09 3.6383916931e-06
3.9105000000e+01 3.9115354918e-09 3.5963078063e-06
3.9110000000e+01 4.3802549438e-09 3.5567341321e-06
3.9115000000e+01 4.9832605491e-09 3.5188418453e-06
3.9120000000e+01 5.5737530034e-09 3.4815660449e-06
3.9125000000e+01 6.0072797558e-09 3.4438647408e-06
3.9130000000e+01 6.1746960198e-09 3.4049738017e-06
3.9135000000e+01 6.0268232657e-09 3.3645994615e-06
3.9140000000e+01 5.5846828022e-09 3.3230046113e-06
3.9145000000e+01 4.9336657876e-09 3.2809709782e-06
3.9150000000e+01 4.2042018408e-09 3.2396479306e-06
3.9155000000e+01 3.5437907819e-09 3.2003222495e-06
3.9160000000e+01 3.0858512923e-09 3.1641580010e-06
3.9165000000e+01 2.9209516883e-09 3.1319611855e-06
3.9170000000e+01 3.0762177269e-09 3.1040200022e-06
3.9175000000e+01 3.5082300875e-09 3.0800573952e-06
3.9180000000e+01 4.1122528537e-09 3.0593084540e-06
3.9185000000e+01 4.7461744118e-09 3.0407059159e-06
3.9190000000e+01 5.2629658492e-09 3.0231310006e-06
3.9195000000e+01 5.5432131373e-09 3.0056723480e-06
3.9200000000e+01 5.5202961315e-09 2.9878362309e-06
