# Time  v_x_wake  v_y_wake
5.3370000000e+01 1.0225238376e-01 -3.3101694268e-03
5.3375000000e+01 1.0224206318e-01 -3.2969349114e-03
5.3380000000e+01 1.0223036907e-01 -3.2845209046e-03
5.3385000000e+01 1.0221970523e-01 -3.2716144033e-03
5.3390000000e+01 1.0220767668e-01 -3.2595350060e-03
5.3395000000e+01 1.0219667098e-01 -3.2469724109e-03
5.3400000000e+01 1.0218431103e-01 -3.2352314596e-03
5.3405000000e+01 1.0217297171e-01 -3.2230009446e-03
5.3410000000e+01 1.0216029265e-01 -3.2115781303e-03
5.3415000000e+01 1.0214863040e-01 -3.1996637443e-03
5.3420000000e+01 1.0213563472e-01 -3.1885467360e-03
5.3425000000e+01 1.0212364953e-01 -3.1769439090e-03
5.3430000000e+01 1.0211034415e-01 -3.1661406227e-03
5.3435000000e+01 1.0209805094e-01 -3.1548660549e-03
5.3440000000e+01 1.0208445441e-01 -3.1444062205e-03
5.3445000000e+01 1.0207186812e-01 -3.1334993940e-03
5.3450000000e+01 1.0205798784e-01 -3.1234198052e-03
5.3455000000e+01 1.0204511316e-01 -3.1129066847e-03
5.3460000000e+01 1.0203095886e-01 -3.1032200557e-03
5.3465000000e+01 1.0201781174e-01 -3.0931033020e-03
5.3470000000e+01 1.0200339750e-01 -3.0838039351e-03
5.3475000000e+01 1.0198998481e-01 -3.0740697293e-03
5.3480000000e+01 1.0197531227e-01 -3.0651385806e-03
5.3485000000e+01 1.0196163581e-01 -3.0557647972e-03
5.3490000000e+01 1.0194671490e-01 -3.0471875324e-03
5.3495000000e+01 1.0193279272e-01 -3.0381795366e-03
5.3500000000e+01 1.0191763997e-01 -3.0299763470e-03
5.3505000000e+01 1.0190348255e-01 -3.0213617009e-03
5.3510000000e+01 1.0188810512e-01 -3.0135628180e-03
5.3515000000e+01 1.0187372296e-01 -3.0053698232e-03
5.3520000000e+01 1.0185813740e-01 -2.9980013024e-03
5.3525000000e+01 1.0184355020e-01 -2.9902534830e-03
5.3530000000e+01 1.0182777140e-01 -2.9833267738e-03
5.3535000000e+01 1.0181298404e-01 -2.9760149949e-03
5.3540000000e+01 1.0179701411e-01 -2.9695076383e-03
5.3545000000e+01 1.0178203409e-01 -2.9626065675e-03
5.3550000000e+01 1.0176588675e-01 -2.9564999388e-03
5.3555000000e+01 1.0175073053e-01 -2.9500016121e-03
5.3560000000e+01 1.0173441831e-01 -2.9442953104e-03
5.3565000000e+01 1.0171909278e-01 -2.9382052803e-03
5.3570000000e+01 1.0170262336e-01 -2.9329135506e-03
5.3575000000e+01 1.0168714420e-01 -2.9272608101e-03
5.3580000000e+01 1.0167053964e-01 -2.9224220106e-03
5.3585000000e+01 1.0165492668e-01 -2.9172383767e-03
5.3590000000e+01 1.0163819963e-01 -2.9128706874e-03
5.3595000000e+01 1.0162245955e-01 -2.9081584856e-03
5.3600000000e+01 1.0160561598e-01 -2.9042508909e-03
5.3605000000e+01 1.0158976164e-01 -2.8999973237e-03
5.3610000000e+01 1.0157281884e-01 -2.8965340509e-03
5.3615000000e+01 1.0155686322e-01 -2.8927156803e-03
5.3620000000e+01 1.0153982827e-01 -2.8896740355e-03
5.3625000000e+01 1.0152377675e-01 -2.8862770305e-03
5.3630000000e+01 1.0150665988e-01 -2.8836607344e-03
5.3635000000e+01 1.0149053116e-01 -2.8807063349e-03
5.3640000000e+01 1.0147335485e-01 -2.8785445041e-03
5.3645000000e+01 1.0145716704e-01 -2.8760608450e-03
5.3650000000e+01 1.0143994151e-01 -2.8743745791e-03
5.3655000000e+01 1.0142370326e-01 -2.8723789232e-03
5.3660000000e+01 1.0140644211e-01 -2.8711817419e-03
5.3665000000e+01 1.0139017066e-01 -2.8696732544e-03
5.3670000000e+01 1.0137289083e-01 -2.8689497727e-03
5.3675000000e+01 1.0135659689e-01 -2.8679020663e-03
5.3680000000e+01 1.0133930164e-01 -2.8676203208e-03
5.3685000000e+01 1.0132299076e-01 -2.8670117220e-03
5.3690000000e+01 1.0130569356e-01 -2.8671627360e-03
5.3695000000e+01 1.0128938506e-01 -2.8669925947e-03
5.3700000000e+01 1.0127210469e-01 -2.8675846302e-03
5.3705000000e+01 1.0125581198e-01 -2.8678697513e-03
5.3710000000e+01 1.0123855818e-01 -2.8689282986e-03
5.3715000000e+01 1.0122229299e-01 -2.8696969247e-03
5.3720000000e+01 1.0120508454e-01 -2.8712451200e-03
5.3725000000e+01 1.0118886801e-01 -2.8725073151e-03
5.3730000000e+01 1.0117171961e-01 -2.8745384585e-03
5.3735000000e+01 1.0115555908e-01 -2.8762769777e-03
5.3740000000e+01 1.0113847501e-01 -2.8787690910e-03
5.3745000000e+01 1.0112237816e-01 -2.8809568544e-03
5.3750000000e+01 1.0110537341e-01 -2.8838829377e-03
5.3755000000e+01 1.0108935804e-01 -2.8864998309e-03
5.3760000000e+01 1.0107244548e-01 -2.8898494308e-03
5.3765000000e+01 1.0105651955e-01 -2.8928999238e-03
5.3770000000e+01 1.0103970864e-01 -2.8966911671e-03
5.3775000000e+01 1.0102388802e-01 -2.9001978537e-03
5.3780000000e+01 1.0100719972e-01 -2.9044524588e-03
5.3785000000e+01 1.0099150491e-01 -2.9084346317e-03
5.3790000000e+01 1.0097495208e-01 -2.9131641513e-03
5.3795000000e+01 1.0095938847e-01 -2.9176210338e-03
5.3800000000e+01 1.0094297781e-01 -2.9228115200e-03
5.3805000000e+01 1.0092755778e-01 -2.9277166800e-03
5.3810000000e+01 1.0091130453e-01 -2.9333358099e-03
5.3815000000e+01 1.0089604105e-01 -2.9386594865e-03
5.3820000000e+01 1.0087995228e-01 -2.9446858932e-03
5.3825000000e+01 1.0086484974e-01 -2.9504145952e-03
5.3830000000e+01 1.0084893468e-01 -2.9568431434e-03
5.3835000000e+01 1.0083401104e-01 -2.9629851069e-03
5.3840000000e+01 1.0081829060e-01 -2.9698348944e-03
5.3845000000e+01 1.0080356155e-01 -2.9764135506e-03
5.3850000000e+01 1.0078804540e-01 -2.9837067518e-03
5.3855000000e+01 1.0077351811e-01 -2.9907315025e-03
5.3860000000e+01 1.0075821624e-01 -2.9984622983e-03
5.3865000000e+01 1.0074390671e-01 -3.0059198010e-03
5.3870000000e+01 1.0072883377e-01 -3.0140666757e-03
5.3875000000e+01 1.0071474931e-01 -3.0219283336e-03
5.3880000000e+01 1.0069990735e-01 -3.0304579047e-03
5.3885000000e+01 1.0068605135e-01 -3.0386902512e-03
5.3890000000e+01 1.0067145090e-01 -3.0475798772e-03
5.3895000000e+01 1.0065783979e-01 -3.0561762272e-03
5.3900000000e+01 1.0064349740e-01 -3.0654356640e-03
5.3905000000e+01 1.0063014170e-01 -3.0744125001e-03
5.3910000000e+01 1.0061606326e-01 -3.0840556891e-03
5.3915000000e+01 1.0060297259e-01 -3.0934268743e-03
5.3920000000e+01 1.0058917318e-01 -3.1034654283e-03
5.3925000000e+01 1.0057636373e-01 -3.1132348443e-03
5.3930000000e+01 1.0056285524e-01 -3.1236620396e-03
5.3935000000e+01 1.0055033071e-01 -3.1338048938e-03
5.3940000000e+01 1.0053711281e-01 -3.1445817352e-03
5.3945000000e+01 1.0052487779e-01 -3.1550599925e-03
5.3950000000e+01 1.0051196187e-01 -3.1661568051e-03
5.3955000000e+01 1.0050002940e-01 -3.1769509479e-03
5.3960000000e+01 1.0048742433e-01 -3.1883558275e-03
5.3965000000e+01 1.0047579909e-01 -3.1994606393e-03
5.3970000000e+01 1.0046351000e-01 -3.2111781994e-03
5.3975000000e+01 1.0045220293e-01 -3.2226090835e-03
5.3980000000e+01 1.0044024702e-01 -3.2346619837e-03
5.3985000000e+01 1.0042927343e-01 -3.2464356218e-03
5.3990000000e+01 1.0041765768e-01 -3.2588230701e-03
5.3995000000e+01 1.0040701927e-01 -3.2709240832e-03
5.4000000000e+01 1.0039574560e-01 -3.2836217822e-03
5.4005000000e+01 1.0038544902e-01 -3.2960205799e-03
5.4010000000e+01 1.0037452806e-01 -3.3089975621e-03
5.4015000000e+01 1.0036458136e-01 -3.3216601935e-03
5.4020000000e+01 1.0035401477e-01 -3.3348822193e-03
5.4025000000e+01 1.0034441760e-01 -3.3477856432e-03
5.4030000000e+01 1.0033421068e-01 -3.3612482586e-03
5.4035000000e+01 1.0032497533e-01 -3.3744025045e-03
5.4040000000e+01 1.0031514275e-01 -3.3881217950e-03
5.4045000000e+01 1.0030628050e-01 -3.4015412634e-03
5.4050000000e+01 1.0029682606e-01 -3.4155248278e-03
5.4055000000e+01 1.0028833810e-01 -3.4292115857e-03
5.4060000000e+01 1.0027926740e-01 -3.4434553449e-03
5.4065000000e+01 1.0027116337e-01 -3.4573938452e-03
5.4070000000e+01 1.0026248456e-01 -3.4718670893e-03
5.4075000000e+01 1.0025476652e-01 -3.4860164578e-03
5.4080000000e+01 1.0024647663e-01 -3.5006797812e-03
5.4085000000e+01 1.0023914243e-01 -3.5150084182e-03
5.4090000000e+01 1.0023124624e-01 -3.5298424193e-03
5.4095000000e+01 1.0022430741e-01 -3.5443430058e-03
5.4100000000e+01 1.0021681494e-01 -3.5593466297e-03
5.4105000000e+01 1.0021027589e-01 -3.5740261648e-03
5.4110000000e+01 1.0020318886e-01 -3.5892152308e-03
5.4115000000e+01 1.0019705287e-01 -3.6040890489e-03
5.4120000000e+01 1.0019037967e-01 -3.6194717459e-03
5.4125000000e+01 1.0018465755e-01 -3.6345352243e-03
5.4130000000e+01 1.0017840348e-01 -3.6500919143e-03
5.4135000000e+01 1.0017309267e-01 -3.6653158014e-03
5.4140000000e+01 1.0016725245e-01 -3.6810119821e-03
5.4145000000e+01 1.0016235196e-01 -3.6963605264e-03
5.4150000000e+01 1.0015693050e-01 -3.7121615328e-03
5.4155000000e+01 1.0015244726e-01 -3.7276063807e-03
5.4160000000e+01 1.0014744844e-01 -3.7434982814e-03
5.4165000000e+01 1.0014338122e-01 -3.7590384600e-03
5.4170000000e+01 1.0013880421e-01 -3.7750300195e-03
5.4175000000e+01 1.0013515917e-01 -3.7906807508e-03
5.4180000000e+01 1.0013101423e-01 -3.8067842463e-03
5.4185000000e+01 1.0012779981e-01 -3.8225527082e-03
5.4190000000e+01 1.0012408904e-01 -3.8387693139e-03
5.4195000000e+01 1.0012130074e-01 -3.8546432596e-03
5.4200000000e+01 1.0011801981e-01 -3.8709471986e-03
5.4205000000e+01 1.0011565869e-01 -3.8868909291e-03
5.4210000000e+01 1.0011281216e-01 -3.9032433323e-03
5.4215000000e+01 1.0011087993e-01 -3.9192223371e-03
5.4220000000e+01 1.0010846399e-01 -3.9355966239e-03
5.4225000000e+01 1.0010695571e-01 -3.9515943231e-03
5.4230000000e+01 1.0010496931e-01 -3.9679827692e-03
5.4235000000e+01 1.0010389114e-01 -3.9840021289e-03
5.4240000000e+01 1.0010234389e-01 -4.0004196067e-03
5.4245000000e+01 1.0010170049e-01 -4.0164787558e-03
5.4250000000e+01 1.0010059024e-01 -4.0329370188e-03
5.4255000000e+01 1.0010037778e-01 -4.0490366887e-03
5.4260000000e+01 1.0009970380e-01 -4.0655228029e-03
5.4265000000e+01 1.0009992535e-01 -4.0816399595e-03
5.4270000000e+01 1.0009969016e-01 -4.0981263620e-03
5.4275000000e+01 1.0010034235e-01 -4.1142277511e-03
5.4280000000e+01 1.0010053686e-01 -4.1306763614e-03
5.4285000000e+01 1.0010161229e-01 -4.1467272147e-03
5.4290000000e+01 1.0010223640e-01 -4.1631154924e-03
5.4295000000e+01 1.0010373991e-01 -4.1791093868e-03
5.4300000000e+01 1.0010479801e-01 -4.1954451825e-03
5.4305000000e+01 1.0010672929e-01 -4.2113957525e-03
5.4310000000e+01 1.0010821678e-01 -4.2276906192e-03
5.4315000000e+01 1.0011057337e-01 -4.2436061172e-03
5.4320000000e+01 1.0011249332e-01 -4.2598659434e-03
5.4325000000e+01 1.0011527962e-01 -4.2757458341e-03
5.4330000000e+01 1.0011763109e-01 -4.2919556795e-03
5.4335000000e+01 1.0012083926e-01 -4.3077698586e-03
5.4340000000e+01 1.0012361174e-01 -4.3238900299e-03
5.4345000000e+01 1.0012723468e-01 -4.3395984475e-03
5.4350000000e+01 1.0013042764e-01 -4.3555999456e-03
5.4355000000e+01 1.0013446737e-01 -4.3711853476e-03
5.4360000000e+01 1.0013807827e-01 -4.3870568500e-03
5.4365000000e+01 1.0014252830e-01 -4.4025156836e-03
5.4370000000e+01 1.0014655195e-01 -4.4182637165e-03
5.4375000000e+01 1.0015141191e-01 -4.4336112891e-03
5.4380000000e+01 1.0015585285e-01 -4.4492557305e-03
5.4385000000e+01 1.0016112584e-01 -4.4645040496e-03
5.4390000000e+01 1.0016597992e-01 -4.4800411021e-03
5.4395000000e+01 1.0017165579e-01 -4.4951710168e-03
5.4400000000e+01 1.0017691346e-01 -4.5105733209e-03
5.4405000000e+01 1.0018298799e-01 -4.5255559299e-03
5.4410000000e+01 1.0018864743e-01 -4.5407911557e-03
5.4415000000e+01 1.0019511694e-01 -4.5555932220e-03
5.4420000000e+01 1.0020116971e-01 -4.5706326373e-03
5.4425000000e+01 1.0020802325e-01 -4.5852352288e-03
5.4430000000e+01 1.0021446342e-01 -4.6000778209e-03
5.4435000000e+01 1.0022170238e-01 -4.6144947481e-03
5.4440000000e+01 1.0022853301e-01 -4.6291570992e-03
5.4445000000e+01 1.0023615639e-01 -4.6434019927e-03
5.4450000000e+01 1.0024337049e-01 -4.6578918813e-03
5.4455000000e+01 1.0025136878e-01 -4.6719654757e-03
5.4460000000e+01 1.0025895989e-01 -4.6862762474e-03
5.4465000000e+01 1.0026733084e-01 -4.7001604495e-03
5.4470000000e+01 1.0027529583e-01 -4.7142615449e-03
5.4475000000e+01 1.0028403003e-01 -4.7279174823e-03
5.4480000000e+01 1.0029235517e-01 -4.7417724150e-03
5.4485000000e+01 1.0030144076e-01 -4.7551746814e-03
5.4490000000e+01 1.0031012001e-01 -4.7687690009e-03
5.4495000000e+01 1.0031955675e-01 -4.7819135723e-03
5.4500000000e+01 1.0032858958e-01 -4.7952525547e-03
5.4505000000e+01 1.0033837126e-01 -4.8081507686e-03
5.4510000000e+01 1.0034774820e-01 -4.8212510058e-03
5.4515000000e+01 1.0035786778e-01 -4.8339197627e-03
5.4520000000e+01 1.0036758608e-01 -4.8467882995e-03
5.4525000000e+01 1.0037804198e-01 -4.8592208664e-03
5.4530000000e+01 1.0038809572e-01 -4.8718389211e-03
5.4535000000e+01 1.0039887518e-01 -4.8840074629e-03
5.4540000000e+01 1.0040924844e-01 -4.8963425684e-03
5.4545000000e+01 1.0042033998e-01 -4.9082145981e-03
5.4550000000e+01 1.0043102748e-01 -4.9202376897e-03
5.4555000000e+01 1.0044242710e-01 -4.9317919691e-03
5.4560000000e+01 1.0045342200e-01 -4.9434954288e-03
5.4565000000e+01 1.0046511907e-01 -4.9547379318e-03
5.4570000000e+01 1.0047641094e-01 -4.9661360716e-03
5.4575000000e+01 1.0048840047e-01 -4.9770833771e-03
5.4580000000e+01 1.0049998891e-01 -4.9881914249e-03
5.4585000000e+01 1.0051226868e-01 -4.9988531013e-03
5.4590000000e+01 1.0052414439e-01 -5.0096708711e-03
5.4595000000e+01 1.0053670021e-01 -5.0200360676e-03
5.4600000000e+01 1.0054884924e-01 -5.0305393459e-03
5.4605000000e+01 1.0056167133e-01 -5.0405741030e-03
5.4610000000e+01 1.0057408780e-01 -5.0507297217e-03
5.4615000000e+01 1.0058716815e-01 -5.0604064584e-03
5.4620000000e+01 1.0059983868e-01 -5.0701949037e-03
5.4625000000e+01 1.0061316302e-01 -5.0795042401e-03
5.4630000000e+01 1.0062607783e-01 -5.0889254687e-03
5.4635000000e+01 1.0063964251e-01 -5.0978777636e-03
5.4640000000e+01 1.0065280043e-01 -5.1069513346e-03
5.4645000000e+01 1.0066660051e-01 -5.1155683983e-03
5.4650000000e+01 1.0067999024e-01 -5.1243090816e-03
5.4655000000e+01 1.0069401197e-01 -5.1325915486e-03
5.4660000000e+01 1.0070762333e-01 -5.1409884401e-03
5.4665000000e+01 1.0072186025e-01 -5.1489174556e-03
5.4670000000e+01 1.0073568534e-01 -5.1569452696e-03
5.4675000000e+01 1.0075012491e-01 -5.1644927784e-03
5.4680000000e+01 1.0076414678e-01 -5.1721212445e-03
5.4685000000e+01 1.0077877298e-01 -5.1792599444e-03
5.4690000000e+01 1.0079298267e-01 -5.1864761190e-03
5.4695000000e+01 1.0080779186e-01 -5.1932096078e-03
5.4700000000e+01 1.0082218471e-01 -5.2000286648e-03
5.4705000000e+01 1.0083716768e-01 -5.2063766789e-03
5.4710000000e+01 1.0085173131e-01 -5.2128156307e-03
5.4715000000e+01 1.0086687742e-01 -5.2187912388e-03
5.4720000000e+01 1.0088160544e-01 -5.2248589607e-03
5.4725000000e+01 1.0089691006e-01 -5.2304639374e-03
5.4730000000e+01 1.0091179323e-01 -5.2361493674e-03
5.4735000000e+01 1.0092724005e-01 -5.2413570306e-03
5.4740000000e+01 1.0094226038e-01 -5.2466266694e-03
5.4745000000e+01 1.0095783527e-01 -5.2514069826e-03
5.4750000000e+01 1.0097298402e-01 -5.2562404730e-03
5.4755000000e+01 1.0098868084e-01 -5.2605852055e-03
5.4760000000e+01 1.0100394873e-01 -5.2649825260e-03
5.4765000000e+01 1.0101975407e-01 -5.2688974334e-03
5.4770000000e+01 1.0103512859e-01 -5.2728737393e-03
5.4775000000e+01 1.0105103539e-01 -5.2763828409e-03
5.4780000000e+01 1.0106651322e-01 -5.2799626839e-03
5.4785000000e+01 1.0108251634e-01 -5.2830815823e-03
5.4790000000e+01 1.0109808644e-01 -5.2862655007e-03
5.4795000000e+01 1.0111416930e-01 -5.2889802929e-03
5.4800000000e+01 1.0112981528e-01 -5.2917470708e-03
5.4805000000e+01 1.0114596679e-01 -5.2940352903e-03
5.4810000000e+01 1.0116168048e-01 -5.2963616567e-03
5.4815000000e+01 1.0117789024e-01 -5.2981998227e-03
5.4820000000e+01 1.0119365722e-01 -5.3000678567e-03
5.4825000000e+01 1.0120990965e-01 -5.3014509938e-03
5.4830000000e+01 1.0122571836e-01 -5.3028711441e-03
5.4835000000e+01 1.0124200834e-01 -5.3038216368e-03
5.4840000000e+01 1.0125785612e-01 -5.3048202030e-03
5.4845000000e+01 1.0127417668e-01 -5.3053588144e-03
5.4850000000e+01 1.0129005058e-01 -5.3059494944e-03
5.4855000000e+01 1.0130638735e-01 -5.3060841706e-03
5.4860000000e+01 1.0132227558e-01 -5.3062655176e-03
5.4865000000e+01 1.0133862007e-01 -5.3059835146e-03
5.4870000000e+01 1.0135451400e-01 -5.3057329014e-03
5.4875000000e+01 1.0137085230e-01 -5.3050057000e-03
5.4880000000e+01 1.0138673378e-01 -5.3042985274e-03
5.4885000000e+01 1.0140304992e-01 -5.3031128342e-03
5.4890000000e+01 1.0141890908e-01 -5.3019476503e-03
5.4895000000e+01 1.0143519808e-01 -5.3003120585e-03
5.4900000000e+01 1.0145102944e-01 -5.2987051042e-03
5.4905000000e+01 1.0146728160e-01 -5.2966430851e-03
5.4910000000e+01 1.0148307202e-01 -5.2946207100e-03
5.4915000000e+01 1.0149927582e-01 -5.2921549674e-03
5.4920000000e+01 1.0151501862e-01 -5.2897315415e-03
5.4925000000e+01 1.0153116803e-01 -5.2868621727e-03
5.4930000000e+01 1.0154685271e-01 -5.2840255940e-03
5.4935000000e+01 1.0156293178e-01 -5.2807345303e-03
5.4940000000e+01 1.0157853990e-01 -5.2774626838e-03
5.4945000000e+01 1.0159453387e-01 -5.2737280497e-03
5.4950000000e+01 1.0161005681e-01 -5.2700049029e-03
5.4955000000e+01 1.0162595899e-01 -5.2658200629e-03
5.4960000000e+01 1.0164138696e-01 -5.2616521363e-03
5.4965000000e+01 1.0165718425e-01 -5.2570359533e-03
5.4970000000e+01 1.0167250509e-01 -5.2524492117e-03
5.4975000000e+01 1.0168818980e-01 -5.2474285218e-03
5.4980000000e+01 1.0170339957e-01 -5.2424462006e-03
5.4985000000e+01 1.0171896667e-01 -5.2370390003e-03
5.4990000000e+01 1.0173405378e-01 -5.2316692792e-03
5.4995000000e+01 1.0174948657e-01 -5.2258708588e-03
5.5000000000e+01 1.0176443532e-01 -5.2200981883e-03
5.5005000000e+01 1.0177972235e-01 -5.2138858024e-03
5.5010000000e+01 1.0179452416e-01 -5.2076880515e-03
5.5015000000e+01 1.0180965563e-01 -5.2010479427e-03
5.5020000000e+01 1.0182429656e-01 -5.1944204301e-03
5.5025000000e+01 1.0183925712e-01 -5.1873562250e-03
5.5030000000e+01 1.0185372626e-01 -5.1803127070e-03
5.5035000000e+01 1.0186851120e-01 -5.1728480710e-03
5.5040000000e+01 1.0188280554e-01 -5.1654191350e-03
5.5045000000e+01 1.0189740815e-01 -5.1575849888e-03
5.5050000000e+01 1.0191151572e-01 -5.1497931694e-03
5.5055000000e+01 1.0192592156e-01 -5.1415979996e-03
5.5060000000e+01 1.0193983072e-01 -5.1334397084e-03
5.5065000000e+01 1.0195403215e-01 -5.1248733889e-03
5.5070000000e+01 1.0196773421e-01 -5.1163341945e-03
5.5075000000e+01 1.0198171785e-01 -5.1073788688e-03
5.5080000000e+01 1.0199519599e-01 -5.0984407672e-03
5.5085000000e+01 1.0200894675e-01 -5.0890846137e-03
5.5090000000e+01 1.0202219167e-01 -5.0797484653e-03
5.5095000000e+01 1.0203570539e-01 -5.0700088296e-03
5.5100000000e+01 1.0204871278e-01 -5.0603034188e-03
5.5105000000e+01 1.0206198019e-01 -5.0502099639e-03
5.5110000000e+01 1.0207473795e-01 -5.0401619353e-03
5.5115000000e+01 1.0208774901e-01 -5.0297370276e-03
5.5120000000e+01 1.0210025058e-01 -5.0193628103e-03
5.5125000000e+01 1.0211300000e-01 -5.0086151171e-03
5.5130000000e+01 1.0212523633e-01 -4.9979109066e-03
5.5135000000e+01 1.0213770891e-01 -4.9868232095e-03
5.5140000000e+01 1.0214966289e-01 -4.9757662849e-03
5.5145000000e+01 1.0216184568e-01 -4.9643208719e-03
5.5150000000e+01 1.0217350996e-01 -4.9529052038e-03
5.5155000000e+01 1.0218539739e-01 -4.9411067238e-03
5.5160000000e+01 1.0219676390e-01 -4.9293448509e-03
5.5165000000e+01 1.0220834491e-01 -4.9172133240e-03
5.5170000000e+01 1.0221940280e-01 -4.9051318964e-03
5.5175000000e+01 1.0223067139e-01 -4.8927005993e-03
5.5180000000e+01 1.0224141867e-01 -4.8803329878e-03
5.5185000000e+01 1.0225237065e-01 -4.8676236881e-03
5.5190000000e+01 1.0226279739e-01 -4.8549766706e-03
5.5195000000e+01 1.0227341855e-01 -4.8419839299e-03
5.5200000000e+01 1.0228351073e-01 -4.8290450749e-03
5.5205000000e+01 1.0229379153e-01 -4.8157556256e-03
5.5210000000e+01 1.0230354297e-01 -4.8025124246e-03
5.5215000000e+01 1.0231347565e-01 -4.7889153507e-03
5.5220000000e+01 1.0232287466e-01 -4.7753635550e-03
5.5225000000e+01 1.0233244687e-01 -4.7614674052e-03
5.5230000000e+01 1.0234148546e-01 -4.7476308719e-03
5.5235000000e+01 1.0235069456e-01 -4.7334688447e-03
5.5240000000e+01 1.0235937214e-01 -4.7193820344e-03
5.5245000000e+01 1.0236821427e-01 -4.7049840641e-03
5.5250000000e+01 1.0237652109e-01 -4.6906683129e-03
5.5255000000e+01 1.0238498488e-01 -4.6760481352e-03
5.5260000000e+01 1.0239291258e-01 -4.6615090681e-03
5.5265000000e+01 1.0240099267e-01 -4.6466609452e-03
5.5270000000e+01 1.0240853538e-01 -4.6318837126e-03
5.5275000000e+01 1.0241622193e-01 -4.6167906277e-03
5.5280000000e+01 1.0242336644e-01 -4.6017632864e-03
5.5285000000e+01 1.0243064781e-01 -4.5864240679e-03
5.5290000000e+01 1.0243738873e-01 -4.5711578408e-03
5.5295000000e+01 1.0244426438e-01 -4.5555932600e-03
5.5300000000e+01 1.0245060036e-01 -4.5401159453e-03
5.5305000000e+01 1.0245706518e-01 -4.5243593812e-03
5.5310000000e+01 1.0246298843e-01 -4.5087059155e-03
5.5315000000e+01 1.0246903580e-01 -4.4927869679e-03
5.5320000000e+01 1.0247454363e-01 -4.4769762849e-03
5.5325000000e+01 1.0248017219e-01 -4.4609015653e-03
5.5330000000e+01 1.0248525920e-01 -4.4449293932e-03
5.5335000000e+01 1.0249045816e-01 -4.4286880753e-03
5.5340000000e+01 1.0249511220e-01 -4.4125422119e-03
5.5345000000e+01 1.0249987316e-01 -4.3961236373e-03
5.5350000000e+01 1.0250409106e-01 -4.3797989829e-03
5.5355000000e+01 1.0250841336e-01 -4.3632098759e-03
5.5360000000e+01 1.0251219213e-01 -4.3467260235e-03
5.5365000000e+01 1.0251606936e-01 -4.3299959553e-03
5.5370000000e+01 1.0251940362e-01 -4.3133884014e-03
5.5375000000e+01 1.0252283488e-01 -4.2965522789e-03
5.5380000000e+01 1.0252572680e-01 -4.2798512532e-03
5.5385000000e+01 1.0252871303e-01 -4.2629328654e-03
5.5390000000e+01 1.0253115814e-01 -4.2461523162e-03
5.5395000000e+01 1.0253369019e-01 -4.2291532499e-03
5.5400000000e+01 1.0253567995e-01 -4.2122838111e-03
5.5405000000e+01 1.0253775389e-01 -4.1951901226e-03
5.5410000000e+01 1.0253928752e-01 -4.1782211196e-03
5.5415000000e+01 1.0254090109e-01 -4.1610297302e-03
5.5420000000e+01 1.0254197325e-01 -4.1439683211e-03
5.5425000000e+01 1.0254312046e-01 -4.1266954201e-03
