# Time  v_x_wake  v_y_wake
6.2115000000e+01 1.0158609689e-01 -5.4977699251e-03
6.2120000000e+01 1.0160397170e-01 -5.4935109342e-03
6.2125000000e+01 1.0162178815e-01 -5.4890248624e-03
6.2130000000e+01 1.0163954803e-01 -5.4843066998e-03
6.2135000000e+01 1.0165724313e-01 -5.4793562696e-03
6.2140000000e+01 1.0167487447e-01 -5.4741669797e-03
6.2145000000e+01 1.0169243361e-01 -5.4687386036e-03
6.2150000000e+01 1.0170992203e-01 -5.4630663410e-03
6.2155000000e+01 1.0172733227e-01 -5.4571533339e-03
6.2160000000e+01 1.0174466651e-01 -5.4509990994e-03
6.2165000000e+01 1.0176191741e-01 -5.4446107447e-03
6.2170000000e+01 1.0177908688e-01 -5.4379904167e-03
6.2175000000e+01 1.0179616753e-01 -5.4311460331e-03
6.2180000000e+01 1.0181316154e-01 -5.4240789952e-03
6.2185000000e+01 1.0183006184e-01 -5.4167951286e-03
6.2190000000e+01 1.0184687029e-01 -5.4092926749e-03
6.2195000000e+01 1.0186357900e-01 -5.4015735591e-03
6.2200000000e+01 1.0188018896e-01 -5.3936323449e-03
6.2205000000e+01 1.0189669211e-01 -5.3854685556e-03
6.2210000000e+01 1.0191308990e-01 -5.3770765783e-03
6.2215000000e+01 1.0192937497e-01 -5.3684578363e-03
6.2220000000e+01 1.0194554904e-01 -5.3596099185e-03
6.2225000000e+01 1.0196160470e-01 -5.3505378323e-03
6.2230000000e+01 1.0197754368e-01 -5.3412427064e-03
6.2235000000e+01 1.0199335915e-01 -5.3317325864e-03
6.2240000000e+01 1.0200905351e-01 -5.3220106596e-03
6.2245000000e+01 1.0202462029e-01 -5.3120851900e-03
6.2250000000e+01 1.0204006141e-01 -5.3019573983e-03
6.2255000000e+01 1.0205536955e-01 -5.2916318336e-03
6.2260000000e+01 1.0207054593e-01 -5.2811056150e-03
6.2265000000e+01 1.0208558322e-01 -5.2703799236e-03
6.2270000000e+01 1.0210048295e-01 -5.2594498537e-03
6.2275000000e+01 1.0211523793e-01 -5.2483158615e-03
6.2280000000e+01 1.0212984944e-01 -5.2369737121e-03
6.2285000000e+01 1.0214431015e-01 -5.2254260015e-03
6.2290000000e+01 1.0215862164e-01 -5.2136721695e-03
6.2295000000e+01 1.0217277754e-01 -5.2017191991e-03
6.2300000000e+01 1.0218678030e-01 -5.1895703242e-03
6.2305000000e+01 1.0220062380e-01 -5.1772345073e-03
6.2310000000e+01 1.0221431004e-01 -5.1647149408e-03
6.2315000000e+01 1.0222783236e-01 -5.1520188747e-03
6.2320000000e+01 1.0224119250e-01 -5.1391468154e-03
6.2325000000e+01 1.0225438398e-01 -5.1261026902e-03
6.2330000000e+01 1.0226740851e-01 -5.1128834248e-03
6.2335000000e+01 1.0228025923e-01 -5.0994897237e-03
6.2340000000e+01 1.0229293718e-01 -5.0859167853e-03
6.2345000000e+01 1.0230543533e-01 -5.0721657402e-03
6.2350000000e+01 1.0231775525e-01 -5.0582343194e-03
6.2355000000e+01 1.0232989088e-01 -5.0441273371e-03
6.2360000000e+01 1.0234184449e-01 -5.0298463906e-03
6.2365000000e+01 1.0235361019e-01 -5.0153995564e-03
6.2370000000e+01 1.0236518999e-01 -5.0007908044e-03
6.2375000000e+01 1.0237657798e-01 -4.9860292865e-03
6.2380000000e+01 1.0238777644e-01 -4.9711183550e-03
6.2385000000e+01 1.0239877974e-01 -4.9560646183e-03
6.2390000000e+01 1.0240958987e-01 -4.9408676250e-03
6.2395000000e+01 1.0242020043e-01 -4.9255299232e-03
6.2400000000e+01 1.0243061263e-01 -4.9100479195e-03
6.2405000000e+01 1.0244081994e-01 -4.8944225373e-03
6.2410000000e+01 1.0245082408e-01 -4.8786502321e-03
6.2415000000e+01 1.0246061924e-01 -4.8627334581e-03
6.2420000000e+01 1.0247020742e-01 -4.8466715931e-03
6.2425000000e+01 1.0247958286e-01 -4.8304709071e-03
6.2430000000e+01 1.0248874760e-01 -4.8141347346e-03
6.2435000000e+01 1.0249769643e-01 -4.7976723459e-03
6.2440000000e+01 1.0250643207e-01 -4.7810884248e-03
6.2445000000e+01 1.0251494962e-01 -4.7643916409e-03
6.2450000000e+01 1.0252325136e-01 -4.7475844836e-03
6.2455000000e+01 1.0253133158e-01 -4.7306723387e-03
6.2460000000e+01 1.0253919192e-01 -4.7136539838e-03
6.2465000000e+01 1.0254682669e-01 -4.6965312859e-03
6.2470000000e+01 1.0255423783e-01 -4.6793006373e-03
6.2475000000e+01 1.0256141987e-01 -4.6619632285e-03
6.2480000000e+01 1.0256837458e-01 -4.6445167218e-03
6.2485000000e+01 1.0257509640e-01 -4.6269651095e-03
6.2490000000e+01 1.0258158746e-01 -4.6093097269e-03
6.2495000000e+01 1.0258784314e-01 -4.5915582857e-03
6.2500000000e+01 1.0259386640e-01 -4.5737153081e-03
6.2505000000e+01 1.0259965292e-01 -4.5557904575e-03
6.2510000000e+01 1.0260520523e-01 -4.5377884646e-03
6.2515000000e+01 1.0261051848e-01 -4.5197172072e-03
6.2520000000e+01 1.0261559497e-01 -4.5015781640e-03
6.2525000000e+01 1.0262043000e-01 -4.4833753359e-03
6.2530000000e+01 1.0262502591e-01 -4.4651067118e-03
6.2535000000e+01 1.0262937766e-01 -4.4467737950e-03
6.2540000000e+01 1.0263348703e-01 -4.4283734516e-03
6.2545000000e+01 1.0263734887e-01 -4.4099075717e-03
6.2550000000e+01 1.0264096550e-01 -4.3913751539e-03
6.2555000000e+01 1.0264433278e-01 -4.3727816531e-03
6.2560000000e+01 1.0264745376e-01 -4.3541302540e-03
6.2565000000e+01 1.0265032449e-01 -4.3354299773e-03
6.2570000000e+01 1.0265294778e-01 -4.3166860937e-03
6.2575000000e+01 1.0265531967e-01 -4.2979078605e-03
6.2580000000e+01 1.0265744324e-01 -4.2790992800e-03
6.2585000000e+01 1.0265931480e-01 -4.2602671469e-03
6.2590000000e+01 1.0266093718e-01 -4.2414121153e-03
6.2595000000e+01 1.0266230598e-01 -4.2225371312e-03
6.2600000000e+01 1.0266342331e-01 -4.2036394657e-03
6.2605000000e+01 1.0266428472e-01 -4.1847201735e-03
6.2610000000e+01 1.0266489285e-01 -4.1657768311e-03
6.2615000000e+01 1.0266524401e-01 -4.1468127272e-03
6.2620000000e+01 1.0266534122e-01 -4.1278287990e-03
6.2625000000e+01 1.0266518084e-01 -4.1088318550e-03
6.2630000000e+01 1.0266476595e-01 -4.0898260826e-03
6.2635000000e+01 1.0266409351e-01 -4.0708209094e-03
6.2640000000e+01 1.0266316727e-01 -4.0518219742e-03
6.2645000000e+01 1.0266198446e-01 -4.0328382696e-03
6.2650000000e+01 1.0266054843e-01 -4.0138729985e-03
6.2655000000e+01 1.0265885564e-01 -3.9949312419e-03
6.2660000000e+01 1.0265690884e-01 -3.9760121535e-03
6.2665000000e+01 1.0265470456e-01 -3.9571177078e-03
6.2670000000e+01 1.0265224593e-01 -3.9382453960e-03
6.2675000000e+01 1.0264952970e-01 -3.9193968821e-03
6.2680000000e+01 1.0264655891e-01 -3.9005707207e-03
6.2685000000e+01 1.0264333031e-01 -3.8817710376e-03
6.2690000000e+01 1.0263984732e-01 -3.8630001105e-03
6.2695000000e+01 1.0263610764e-01 -3.8442661676e-03
6.2700000000e+01 1.0263211553e-01 -3.8255747769e-03
6.2705000000e+01 1.0262786896e-01 -3.8069355561e-03
6.2710000000e+01 1.0262337179e-01 -3.7883534530e-03
6.2715000000e+01 1.0261862148e-01 -3.7698359509e-03
6.2720000000e+01 1.0261362169e-01 -3.7513850116e-03
6.2725000000e+01 1.0260837006e-01 -3.7330046546e-03
6.2730000000e+01 1.0260287026e-01 -3.7146933913e-03
6.2735000000e+01 1.0259711968e-01 -3.6964524183e-03
6.2740000000e+01 1.0259112152e-01 -3.6782790206e-03
6.2745000000e+01 1.0258487309e-01 -3.6601752805e-03
6.2750000000e+01 1.0257837820e-01 -3.6421412724e-03
6.2755000000e+01 1.0257163518e-01 -3.6241827772e-03
6.2760000000e+01 1.0256464855e-01 -3.6063035361e-03
6.2765000000e+01 1.0255741683e-01 -3.5885122574e-03
6.2770000000e+01 1.0254994435e-01 -3.5708145536e-03
6.2775000000e+01 1.0254222963e-01 -3.5532195760e-03
6.2780000000e+01 1.0253427722e-01 -3.5357317161e-03
6.2785000000e+01 1.0252608589e-01 -3.5183571945e-03
6.2790000000e+01 1.0251765995e-01 -3.5010964605e-03
6.2795000000e+01 1.0250899750e-01 -3.4839518447e-03
6.2800000000e+01 1.0250010221e-01 -3.4669209946e-03
6.2805000000e+01 1.0249097216e-01 -3.4500049855e-03
6.2810000000e+01 1.0248161159e-01 -3.4332018966e-03
6.2815000000e+01 1.0247201933e-01 -3.4165146884e-03
6.2820000000e+01 1.0246220001e-01 -3.3999445316e-03
6.2825000000e+01 1.0245215255e-01 -3.3834981259e-03
6.2830000000e+01 1.0244188170e-01 -3.3671802331e-03
6.2835000000e+01 1.0243138689e-01 -3.3509999785e-03
6.2840000000e+01 1.0242067347e-01 -3.3349628308e-03
6.2845000000e+01 1.0240974115e-01 -3.3190767768e-03
6.2850000000e+01 1.0239859484e-01 -3.3033447008e-03
6.2855000000e+01 1.0238723352e-01 -3.2877710745e-03
6.2860000000e+01 1.0237566153e-01 -3.2723550456e-03
6.2865000000e+01 1.0236387790e-01 -3.2570978113e-03
6.2870000000e+01 1.0235188732e-01 -3.2419965229e-03
6.2875000000e+01 1.0233968910e-01 -3.2270521713e-03
6.2880000000e+01 1.0232728788e-01 -3.2122635644e-03
6.2885000000e+01 1.0231468296e-01 -3.1976346399e-03
6.2890000000e+01 1.0230187939e-01 -3.1831677843e-03
6.2895000000e+01 1.0228887734e-01 -3.1688703857e-03
6.2900000000e+01 1.0227568265e-01 -3.1547475425e-03
6.2905000000e+01 1.0226229573e-01 -3.1408079975e-03
6.2910000000e+01 1.0224872198e-01 -3.1270564316e-03
6.2915000000e+01 1.0223496129e-01 -3.1134992790e-03
6.2920000000e+01 1.0222101880e-01 -3.1001376537e-03
6.2925000000e+01 1.0220689452e-01 -3.0869740864e-03
6.2930000000e+01 1.0219259363e-01 -3.0740064177e-03
6.2935000000e+01 1.0217811590e-01 -3.0612349803e-03
6.2940000000e+01 1.0216346604e-01 -3.0486568647e-03
6.2945000000e+01 1.0214864376e-01 -3.0362732064e-03
6.2950000000e+01 1.0213365435e-01 -3.0240834557e-03
6.2955000000e+01 1.0211849848e-01 -3.0120923359e-03
6.2960000000e+01 1.0210318212e-01 -3.0003032473e-03
6.2965000000e+01 1.0208770608e-01 -2.9887239857e-03
6.2970000000e+01 1.0207207611e-01 -2.9773594004e-03
6.2975000000e+01 1.0205629293e-01 -2.9662169363e-03
6.2980000000e+01 1.0204036243e-01 -2.9552996538e-03
6.2985000000e+01 1.0202428551e-01 -2.9446121523e-03
6.2990000000e+01 1.0200806780e-01 -2.9341539694e-03
6.2995000000e+01 1.0199170951e-01 -2.9239259321e-03
6.3000000000e+01 1.0197521560e-01 -2.9139244891e-03
6.3005000000e+01 1.0195858626e-01 -2.9041490147e-03
6.3010000000e+01 1.0194182700e-01 -2.8945966718e-03
6.3015000000e+01 1.0192493871e-01 -2.8852693007e-03
6.3020000000e+01 1.0190792724e-01 -2.8761674257e-03
6.3025000000e+01 1.0189079354e-01 -2.8672962408e-03
6.3030000000e+01 1.0187354353e-01 -2.8586591552e-03
6.3035000000e+01 1.0185617857e-01 -2.8502634233e-03
6.3040000000e+01 1.0183870509e-01 -2.8421132575e-03
6.3045000000e+01 1.0182112463e-01 -2.8342148512e-03
6.3050000000e+01 1.0180344311e-01 -2.8265694889e-03
6.3055000000e+01 1.0178566130e-01 -2.8191792860e-03
6.3060000000e+01 1.0176778451e-01 -2.8120415595e-03
6.3065000000e+01 1.0174981350e-01 -2.8051555504e-03
6.3070000000e+01 1.0173175392e-01 -2.7985172347e-03
6.3075000000e+01 1.0171360676e-01 -2.7921258990e-03
6.3080000000e+01 1.0169537757e-01 -2.7859788857e-03
6.3085000000e+01 1.0167706731e-01 -2.7800781225e-03
6.3090000000e+01 1.0165868190e-01 -2.7744245997e-03
6.3095000000e+01 1.0164022308e-01 -2.7690239733e-03
6.3100000000e+01 1.0162169743e-01 -2.7638799156e-03
6.3105000000e+01 1.0160310682e-01 -2.7589988387e-03
6.3110000000e+01 1.0158445734e-01 -2.7543832347e-03
6.3115000000e+01 1.0156575027e-01 -2.7500369340e-03
6.3120000000e+01 1.0154699135e-01 -2.7459591651e-03
6.3125000000e+01 1.0152818192e-01 -2.7421502198e-03
6.3130000000e+01 1.0150932770e-01 -2.7386060001e-03
6.3135000000e+01 1.0149042971e-01 -2.7353243529e-03
6.3140000000e+01 1.0147149322e-01 -2.7323004218e-03
6.3145000000e+01 1.0145251916e-01 -2.7295332998e-03
6.3150000000e+01 1.0143351333e-01 -2.7270210698e-03
6.3155000000e+01 1.0141447754e-01 -2.7247664541e-03
6.3160000000e+01 1.0139541815e-01 -2.7227709171e-03
6.3165000000e+01 1.0137633705e-01 -2.7210396835e-03
6.3170000000e+01 1.0135724029e-01 -2.7195755415e-03
6.3175000000e+01 1.0133812959e-01 -2.7183835448e-03
6.3180000000e+01 1.0131901104e-01 -2.7174646873e-03
6.3185000000e+01 1.0129988643e-01 -2.7168207493e-03
6.3190000000e+01 1.0128076150e-01 -2.7164487343e-03
6.3195000000e+01 1.0126163732e-01 -2.7163467174e-03
6.3200000000e+01 1.0124251899e-01 -2.7165092372e-03
6.3205000000e+01 1.0122340748e-01 -2.7169335135e-03
6.3210000000e+01 1.0120430837e-01 -2.7176148561e-03
6.3215000000e+01 1.0118522329e-01 -2.7185526466e-03
6.3220000000e+01 1.0116615810e-01 -2.7197454020e-03
6.3225000000e+01 1.0114711444e-01 -2.7211960854e-03
6.3230000000e+01 1.0112809816e-01 -2.7229064064e-03
6.3235000000e+01 1.0110911121e-01 -2.7248811536e-03
6.3240000000e+01 1.0109015982e-01 -2.7271221483e-03
6.3245000000e+01 1.0107124601e-01 -2.7296325968e-03
6.3250000000e+01 1.0105237546e-01 -2.7324113987e-03
6.3255000000e+01 1.0103354935e-01 -2.7354581245e-03
6.3260000000e+01 1.0101477273e-01 -2.7387680117e-03
6.3265000000e+01 1.0099604672e-01 -2.7423376625e-03
6.3270000000e+01 1.0097737661e-01 -2.7461607821e-03
6.3275000000e+01 1.0095876373e-01 -2.7502342362e-03
6.3280000000e+01 1.0094021327e-01 -2.7545537267e-03
6.3285000000e+01 1.0092172650e-01 -2.7591192212e-03
6.3290000000e+01 1.0090330889e-01 -2.7639299022e-03
6.3295000000e+01 1.0088496239e-01 -2.7689888994e-03
6.3300000000e+01 1.0086669305e-01 -2.7742976879e-03
6.3305000000e+01 1.0084850285e-01 -2.7798602198e-03
6.3310000000e+01 1.0083039728e-01 -2.7856770159e-03
6.3315000000e+01 1.0081237765e-01 -2.7917493543e-03
6.3320000000e+01 1.0079444906e-01 -2.7980740440e-03
6.3325000000e+01 1.0077661278e-01 -2.8046485753e-03
6.3330000000e+01 1.0075887386e-01 -2.8114667929e-03
6.3335000000e+01 1.0074123324e-01 -2.8185244533e-03
6.3340000000e+01 1.0072369549e-01 -2.8258151067e-03
6.3345000000e+01 1.0070626146e-01 -2.8333357133e-03
6.3350000000e+01 1.0068893618e-01 -2.8410824958e-03
6.3355000000e+01 1.0067172130e-01 -2.8490560639e-03
6.3360000000e+01 1.0065462236e-01 -2.8572563700e-03
6.3365000000e+01 1.0063764102e-01 -2.8656866999e-03
6.3370000000e+01 1.0062078243e-01 -2.8743479613e-03
6.3375000000e+01 1.0060404798e-01 -2.8832426297e-03
6.3380000000e+01 1.0058744281e-01 -2.8923695034e-03
6.3385000000e+01 1.0057096830e-01 -2.9017280386e-03
6.3390000000e+01 1.0055462917e-01 -2.9113135183e-03
6.3395000000e+01 1.0053842608e-01 -2.9211219041e-03
6.3400000000e+01 1.0052236308e-01 -2.9311458675e-03
6.3405000000e+01 1.0050644072e-01 -2.9413804829e-03
6.3410000000e+01 1.0049066350e-01 -2.9518196398e-03
6.3415000000e+01 1.0047503259e-01 -2.9624612034e-03
6.3420000000e+01 1.0045955272e-01 -2.9733025179e-03
6.3425000000e+01 1.0044422501e-01 -2.9843447152e-03
6.3430000000e+01 1.0042905413e-01 -2.9955877830e-03
6.3435000000e+01 1.0041404143e-01 -3.0070345273e-03
6.3440000000e+01 1.0039919189e-01 -3.0186852512e-03
6.3445000000e+01 1.0038450683e-01 -3.0305412906e-03
6.3450000000e+01 1.0036999063e-01 -3.0425998041e-03
6.3455000000e+01 1.0035564372e-01 -3.0548581012e-03
6.3460000000e+01 1.0034146985e-01 -3.0673096876e-03
6.3465000000e+01 1.0032746936e-01 -3.0799494564e-03
6.3470000000e+01 1.0031364622e-01 -3.0927700532e-03
6.3475000000e+01 1.0030000095e-01 -3.1057669215e-03
6.3480000000e+01 1.0028653739e-01 -3.1189345206e-03
6.3485000000e+01 1.0027325599e-01 -3.1322712137e-03
6.3490000000e+01 1.0026016083e-01 -3.1457751374e-03
6.3495000000e+01 1.0024725298e-01 -3.1594481491e-03
6.3500000000e+01 1.0023453699e-01 -3.1732906389e-03
6.3505000000e+01 1.0022201388e-01 -3.1873047796e-03
6.3510000000e+01 1.0020968762e-01 -3.2014894482e-03
6.3515000000e+01 1.0019755850e-01 -3.2158440562e-03
6.3520000000e+01 1.0018563006e-01 -3.2303641786e-03
6.3525000000e+01 1.0017390253e-01 -3.2450458594e-03
6.3530000000e+01 1.0016237933e-01 -3.2598817361e-03
6.3535000000e+01 1.0015106034e-01 -3.2748659634e-03
6.3540000000e+01 1.0013994855e-01 -3.2899910367e-03
6.3545000000e+01 1.0012904376e-01 -3.3052528704e-03
6.3550000000e+01 1.0011834935e-01 -3.3206471563e-03
6.3555000000e+01 1.0010786586e-01 -3.3361734786e-03
6.3560000000e+01 1.0009759714e-01 -3.3518307801e-03
6.3565000000e+01 1.0008754367e-01 -3.3676208668e-03
6.3570000000e+01 1.0007770889e-01 -3.3835436264e-03
6.3575000000e+01 1.0006809294e-01 -3.3996003004e-03
6.3580000000e+01 1.0005869918e-01 -3.4157886611e-03
6.3585000000e+01 1.0004952770e-01 -3.4321065816e-03
6.3590000000e+01 1.0004058139e-01 -3.4485480304e-03
6.3595000000e+01 1.0003185962e-01 -3.4651075935e-03
6.3600000000e+01 1.0002336465e-01 -3.4817772889e-03
6.3605000000e+01 1.0001509573e-01 -3.4985513881e-03
6.3610000000e+01 1.0000705554e-01 -3.5154231783e-03
6.3615000000e+01 9.9999243893e-02 -3.5323894658e-03
6.3620000000e+01 9.9991663706e-02 -3.5494469293e-03
6.3625000000e+01 9.9984314728e-02 -3.5665959176e-03
6.3630000000e+01 9.9977199762e-02 -3.5838359784e-03
6.3635000000e+01 9.9970318733e-02 -3.6011689076e-03
6.3640000000e+01 9.9963674673e-02 -3.6185939721e-03
6.3645000000e+01 9.9957267427e-02 -3.6361110580e-03
6.3650000000e+01 9.9951099395e-02 -3.6537164139e-03
6.3655000000e+01 9.9945169552e-02 -3.6714063830e-03
6.3660000000e+01 9.9939479649e-02 -3.6891738350e-03
6.3665000000e+01 9.9934028565e-02 -3.7070126163e-03
6.3670000000e+01 9.9928818269e-02 -3.7249146530e-03
6.3675000000e+01 9.9923847802e-02 -3.7428746300e-03
6.3680000000e+01 9.9919119035e-02 -3.7608868764e-03
6.3685000000e+01 9.9914630933e-02 -3.7789493730e-03
6.3690000000e+01 9.9910385594e-02 -3.7970599146e-03
6.3695000000e+01 9.9906382531e-02 -3.8152194402e-03
6.3700000000e+01 9.9902624265e-02 -3.8334276898e-03
6.3705000000e+01 9.9899110237e-02 -3.8516860366e-03
6.3710000000e+01 9.9895842335e-02 -3.8699928927e-03
6.3715000000e+01 9.9892819277e-02 -3.8883467432e-03
6.3720000000e+01 9.9890042513e-02 -3.9067423359e-03
6.3725000000e+01 9.9887510666e-02 -3.9251746493e-03
6.3730000000e+01 9.9885225080e-02 -3.9436359036e-03
6.3735000000e+01 9.9883184069e-02 -3.9621198822e-03
6.3740000000e+01 9.9881388560e-02 -3.9806190454e-03
6.3745000000e+01 9.9879836791e-02 -3.9991288427e-03
6.3750000000e+01 9.9878530119e-02 -4.0176447182e-03
6.3755000000e+01 9.9877467487e-02 -4.0361658521e-03
6.3760000000e+01 9.9876650678e-02 -4.0546912310e-03
6.3765000000e+01 9.9876078559e-02 -4.0732223507e-03
6.3770000000e+01 9.9875752491e-02 -4.0917587533e-03
6.3775000000e+01 9.9875671007e-02 -4.1103007882e-03
6.3780000000e+01 9.9875835349e-02 -4.1288456667e-03
6.3785000000e+01 9.9876243964e-02 -4.1473906835e-03
6.3790000000e+01 9.9876897670e-02 -4.1659296868e-03
6.3795000000e+01 9.9877794217e-02 -4.1844568405e-03
6.3800000000e+01 9.9878933820e-02 -4.2029639408e-03
6.3805000000e+01 9.9880314165e-02 -4.2214448804e-03
6.3810000000e+01 9.9881935903e-02 -4.2398931657e-03
6.3815000000e+01 9.9883797290e-02 -4.2583057921e-03
6.3820000000e+01 9.9885899218e-02 -4.2766798134e-03
6.3825000000e+01 9.9888239880e-02 -4.2950153956e-03
6.3830000000e+01 9.9890820078e-02 -4.3133119973e-03
6.3835000000e+01 9.9893638159e-02 -4.3315711083e-03
6.3840000000e+01 9.9896695128e-02 -4.3497920916e-03
6.3845000000e+01 9.9899989240e-02 -4.3679746375e-03
6.3850000000e+01 9.9903520885e-02 -4.3861148590e-03
6.3855000000e+01 9.9907287480e-02 -4.4042085919e-03
6.3860000000e+01 9.9911288817e-02 -4.4222486712e-03
6.3865000000e+01 9.9915522256e-02 -4.4402290223e-03
6.3870000000e+01 9.9919987835e-02 -4.4581421497e-03
6.3875000000e+01 9.9924683109e-02 -4.4759830178e-03
6.3880000000e+01 9.9929608067e-02 -4.4937463628e-03
6.3885000000e+01 9.9934760227e-02 -4.5114303244e-03
6.3890000000e+01 9.9940139823e-02 -4.5290332911e-03
6.3895000000e+01 9.9945744921e-02 -4.5465566373e-03
6.3900000000e+01 9.9951576166e-02 -4.5640006058e-03
6.3905000000e+01 9.9957631537e-02 -4.5813664898e-03
6.3910000000e+01 9.9963911071e-02 -4.5986527465e-03
6.3915000000e+01 9.9970412061e-02 -4.6158578048e-03
6.3920000000e+01 9.9977134138e-02 -4.6329768722e-03
6.3925000000e+01 9.9984074528e-02 -4.6500052482e-03
6.3930000000e+01 9.9991232792e-02 -4.6669356467e-03
6.3935000000e+01 9.9998605897e-02 -4.6837620762e-03
6.3940000000e+01 1.0000619306e-01 -4.7004777007e-03
6.3945000000e+01 1.0001399124e-01 -4.7170787476e-03
6.3950000000e+01 1.0002200011e-01 -4.7335618073e-03
6.3955000000e+01 1.0003021735e-01 -4.7499267668e-03
6.3960000000e+01 1.0003864305e-01 -4.7661732964e-03
6.3965000000e+01 1.0004727482e-01 -4.7823032336e-03
6.3970000000e+01 1.0005611239e-01 -4.7983168240e-03
6.3975000000e+01 1.0006515303e-01 -4.8142149777e-03
6.3980000000e+01 1.0007439636e-01 -4.8299955900e-03
6.3985000000e+01 1.0008383960e-01 -4.8456561921e-03
6.3990000000e+01 1.0009348196e-01 -4.8611911269e-03
6.3995000000e+01 1.0010332003e-01 -4.8765951051e-03
6.4000000000e+01 1.0011335252e-01 -4.8918610594e-03
6.4005000000e+01 1.0012357599e-01 -4.9069839138e-03
6.4010000000e+01 1.0013398962e-01 -4.9219583312e-03
6.4015000000e+01 1.0014459058e-01 -4.9367821092e-03
6.4020000000e+01 1.0015537831e-01 -4.9514534287e-03
6.4025000000e+01 1.0016634997e-01 -4.9659735193e-03
6.4030000000e+01 1.0017750493e-01 -4.9803431208e-03
6.4035000000e+01 1.0018884049e-01 -4.9945644952e-03
6.4040000000e+01 1.0020035624e-01 -5.0086377276e-03
6.4045000000e+01 1.0021204938e-01 -5.0225629573e-03
6.4050000000e+01 1.0022391892e-01 -5.0363371994e-03
6.4055000000e+01 1.0023596128e-01 -5.0499571886e-03
6.4060000000e+01 1.0024817494e-01 -5.0634169060e-03
6.4065000000e+01 1.0026055631e-01 -5.0767110938e-03
6.4070000000e+01 1.0027310413e-01 -5.0898333628e-03
6.4075000000e+01 1.0028581506e-01 -5.1027798308e-03
6.4080000000e+01 1.0029868785e-01 -5.1155468662e-03
6.4085000000e+01 1.0031171917e-01 -5.1281340079e-03
6.4090000000e+01 1.0032490805e-01 -5.1405410075e-03
6.4095000000e+01 1.0033825167e-01 -5.1527701234e-03
6.4100000000e+01 1.0035174947e-01 -5.1648226913e-03
6.4105000000e+01 1.0036539857e-01 -5.1767010040e-03
6.4110000000e+01 1.0037919781e-01 -5.1884047437e-03
6.4115000000e+01 1.0039314367e-01 -5.1999331630e-03
6.4120000000e+01 1.0040723460e-01 -5.2112823610e-03
6.4125000000e+01 1.0042146702e-01 -5.2224484119e-03
6.4130000000e+01 1.0043583938e-01 -5.2334253502e-03
6.4135000000e+01 1.0045034789e-01 -5.2442085630e-03
6.4140000000e+01 1.0046499071e-01 -5.2547928263e-03
6.4145000000e+01 1.0047976408e-01 -5.2651755987e-03
6.4150000000e+01 1.0049466665e-01 -5.2753548561e-03
6.4155000000e+01 1.0050969536e-01 -5.2853317807e-03
6.4160000000e+01 1.0052484930e-01 -5.2951076414e-03
6.4165000000e+01 1.0054012536e-01 -5.3046855317e-03
6.4170000000e+01 1.0055552223e-01 -5.3140668530e-03
6.4175000000e+01 1.0057103652e-01 -5.3232532266e-03
6.4180000000e+01 1.0058666680e-01 -5.3322435302e-03
6.4185000000e+01 1.0060240960e-01 -5.3410363077e-03
6.4190000000e+01 1.0061826315e-01 -5.3496272565e-03
6.4195000000e+01 1.0063422340e-01 -5.3580121770e-03
6.4200000000e+01 1.0065028810e-01 -5.3661852335e-03
6.4205000000e+01 1.0066645324e-01 -5.3741425077e-03
6.4210000000e+01 1.0068271707e-01 -5.3818802937e-03
6.4215000000e+01 1.0069907618e-01 -5.3893979698e-03
6.4220000000e+01 1.0071552912e-01 -5.3966953689e-03
6.4225000000e+01 1.0073207245e-01 -5.4037748623e-03
6.4230000000e+01 1.0074870468e-01 -5.4106383570e-03
6.4235000000e+01 1.0076542252e-01 -5.4172891332e-03
6.4240000000e+01 1.0078222465e-01 -5.4237285699e-03
6.4245000000e+01 1.0079910769e-01 -5.4299578197e-03
6.4250000000e+01 1.0081606975e-01 -5.4359749128e-03
6.4255000000e+01 1.0083310673e-01 -5.4417773218e-03
6.4260000000e+01 1.0085021623e-01 -5.4473601619e-03
6.4265000000e+01 1.0086739416e-01 -5.4527194436e-03
6.4270000000e+01 1.0088463846e-01 -5.4578504083e-03
6.4275000000e+01 1.0090194527e-01 -5.4627505183e-03
6.4280000000e+01 1.0091931258e-01 -5.4674175361e-03
6.4285000000e+01 1.0093673660e-01 -5.4718522106e-03
6.4290000000e+01 1.0095421556e-01 -5.4760558159e-03
6.4295000000e+01 1.0097174621e-01 -5.4800319535e-03
6.4300000000e+01 1.0098932718e-01 -5.4837832682e-03
6.4305000000e+01 1.0100695510e-01 -5.4873128495e-03
6.4310000000e+01 1.0102462804e-01 -5.4906212460e-03
6.4315000000e+01 1.0104234202e-01 -5.4937085454e-03
6.4320000000e+01 1.0106009475e-01 -5.4965720858e-03
6.4325000000e+01 1.0107788222e-01 -5.4992090405e-03
6.4330000000e+01 1.0109570214e-01 -5.5016146497e-03
6.4335000000e+01 1.0111355033e-01 -5.5037853166e-03
6.4340000000e+01 1.0113142428e-01 -5.5057172177e-03
6.4345000000e+01 1.0114931988e-01 -5.5074092885e-03
6.4350000000e+01 1.0116723514e-01 -5.5088612081e-03
6.4355000000e+01 1.0118516664e-01 -5.5100754400e-03
6.4360000000e+01 1.0120311280e-01 -5.5110544443e-03
6.4365000000e+01 1.0122107017e-01 -5.5118022434e-03
